filepath,filename,page_count,keyword_context,is_handbook,error
./PDF-files/Wirtschaftsingenieurwesen/402_01.06.2023 Wirtschaftsingenieurwesen – Digital Business.pdf,402_01.06.2023 Wirtschaftsingenieurwesen – Digital Business.pdf,85,...Modulkatalog   Wirtschaftsingenieurwesen - Digital Busine ss...,True,
./PDF-files/Wirtschaftsingenieurwesen/395_30.05.2023 Wirtschaftsingenieurwesen_Berufsbegleitendes Studienprogramm der Graduate School Ostwürttemberg.pdf,395_30.05.2023 Wirtschaftsingenieurwesen_Berufsbegleitendes Studienprogramm der Graduate School Ostwürttemberg.pdf,54,"...ieurwesen (berufsbegleitend) M. Eng.              MODULHANDBUCH     (SPO 453d, Lesefassung vom 15.07.2021 )...",True,
./PDF-files/Wirtschaftsingenieurwesen/438_05.06.2023 Wirtschaftsingenieurwesen - Energiemanagement.pdf,438_05.06.2023 Wirtschaftsingenieurwesen - Energiemanagement.pdf,156,...Modulhandbuch Studiengang Wirtschaftsingenieurwesen-Energiemana...,True,
./PDF-files/Wirtschaftsingenieurwesen/249_19.05.2023 Wirtschaftsingenieurwesen.pdf,249_19.05.2023 Wirtschaftsingenieurwesen.pdf,218,...Anlage 5   Modulhandbuch des Studiengangs   Wirtschaftsingenieurwesen   Ba...,True,
./PDF-files/Wirtschaftsingenieurwesen/310_23.05.2023 Wirtschaftsingenieurwesen.pdf,310_23.05.2023 Wirtschaftsingenieurwesen.pdf,194,...Modulhandbuch Studiengang Wirtschaftsingenieurwesen Modulhandbu...,True,
./PDF-files/Wirtschaftsingenieurwesen/160_12-05-2023 Smart Building Engineering and Management.pdf,160_12-05-2023 Smart Building Engineering and Management.pdf,80,"...sarbeitzuerstellen 8VerwendbarkeitdesModuls: sieheModulart 9Modulverantwortliche(r): Eppler,Thomas 10Optionale...",True,
./PDF-files/Wirtschaftsingenieurwesen/158_12-05-2023 Service Engineering.pdf,158_12-05-2023 Service Engineering.pdf,123,...Seite 1/123  Modulhandbuch zum Bachelor of Engineering (B.Eng.)  Service Eng...,True,
./PDF-files/Wirtschaftsingenieurwesen/30_03-05-2023 Automobiltechnologie - Wirtschaftsingenieurwesen.pdf,30_03-05-2023 Automobiltechnologie - Wirtschaftsingenieurwesen.pdf,51,...Modulhandbuch A M / WIAT –  SPO vom 22.03.2022  –  Stand 16.05....,True,
./PDF-files/Wirtschaftsingenieurwesen/356_26.05.2023 Wirtschaftsingenieurwesen.pdf,356_26.05.2023 Wirtschaftsingenieurwesen.pdf,94,...Modulhandbuch f ur den Studiengang / Module manual of the stud...,True,
./PDF-files/Wirtschaftsingenieurwesen/379_29.05.2023 Wirtschaftsingenieurwesen Bau.pdf,379_29.05.2023 Wirtschaftsingenieurwesen Bau.pdf,47,...Bau- und Umwelt ingenieurwesen                    Modulhandbuch   Bachelor Studiengang „Wirtschaftsingenieurwesen...,True,
./PDF-files/Wirtschaftsingenieurwesen/181_15-05-2023 Technisches Innovationsund Produktmanagement.pdf,181_15-05-2023 Technisches Innovationsund Produktmanagement.pdf,70,...13.1.2022       Fakultät Elektrotechnik   Modulhandbuch   Master -Studiengang   Technisches Innovations -...,True,
./PDF-files/Wirtschaftsingenieurwesen/434_04.06.2023 Wirtschaftsingenieurwesen Elektro- und Informationstechnik.pdf,434_04.06.2023 Wirtschaftsingenieurwesen Elektro- und Informationstechnik.pdf,92,...EIW-Modulhandbuch (SPO Nr. 5 / 2020)       1 08.10.2020   Fakultät...,True,
./PDF-files/Wirtschaftsingenieurwesen/352_26.05.2023 Wirtschaftsingenieurwesen.pdf,352_26.05.2023 Wirtschaftsingenieurwesen.pdf,76,...Modulkatalog  Wirtschaftsingenieurwesen - Master of Engineerin...,True,
./PDF-files/Wirtschaftsingenieurwesen/942_07.07.2023 Wirtschaftsingenieurwesen Bau.pdf,942_07.07.2023 Wirtschaftsingenieurwesen Bau.pdf,47,...Bau- und Umwelt ingenieurwesen                    Modulhandbuch   Bachelor Studiengang „Wirtschaftsingenieurwesen...,True,
./PDF-files/Wirtschaftsingenieurwesen/175_12-05-2023 Technical Entrepreneurship and Innovation.pdf,175_12-05-2023 Technical Entrepreneurship and Innovation.pdf,47,...Modulhandbuch   Technical Entrepreneurship and Innovation...,True,
./PDF-files/Wirtschaftsingenieurwesen/40_04-05-2023 Digital Technology & Consulting.pdf,40_04-05-2023 Digital Technology & Consulting.pdf,76,...Modulhandbuch          Fakultät Engineering     Digital Technol...,True,
./PDF-files/Wirtschaftsingenieurwesen/330_24.05.2023 Wirtschaftsingenieurwesen.pdf,330_24.05.2023 Wirtschaftsingenieurwesen.pdf,380,...UNIVERSITÄT PADERBORN FAKULTÄT FÜR MASCHINENBAU MODULHANDBUCH FÜR DEN MASTERSTUDIENGANG WIRTSCHAFTSINGENIEURWES...,True,
./PDF-files/Wirtschaftsingenieurwesen/222_17-05-2023 Wirtschaftsingenieurwesen.pdf,222_17-05-2023 Wirtschaftsingenieurwesen.pdf,28,...Modulhandbuch   Wirtschaftsingenieurwesen (SPO WS 22/23)   Faku...,True,
./PDF-files/Wirtschaftsingenieurwesen/443_05.06.2023 Wirtschaftsingenieurwesen Energiesysteme mit Erneuerbaren Energien.pdf,443_05.06.2023 Wirtschaftsingenieurwesen Energiesysteme mit Erneuerbaren Energien.pdf,70,...Modulkatalog   Wirtschaftsingenieurwesen - Energiesysteme mit...,True,
./PDF-files/Wirtschaftsingenieurwesen/381_29.05.2023 Wirtschaftsingenieurwesen-Bau.pdf,381_29.05.2023 Wirtschaftsingenieurwesen-Bau.pdf,130,...Wirtschaftsingenieurwesen­Bau Modulhandbuch Bachelor of Science (B. Sc.) BPO 2021 (für Studie...,True,
./PDF-files/Wirtschaftsingenieurwesen/234_17.05.2023 Wirtschaftsingenieurwesen.pdf,234_17.05.2023 Wirtschaftsingenieurwesen.pdf,158,...Modulhandbuch für den  Bachelorstudiengang  Wirtschaftsingenieu...,True,
./PDF-files/Wirtschaftsingenieurwesen/197_15-05-2023 Wirtschaftsinformatik.pdf,197_15-05-2023 Wirtschaftsinformatik.pdf,52,...1 / 52                                Modulhandbuch des berufsbegleitenden  Studiengangs   Wirtschaft...,True,
./PDF-files/Wirtschaftsingenieurwesen/329_24.05.2023 Wirtschaftsingenieurwesen.pdf,329_24.05.2023 Wirtschaftsingenieurwesen.pdf,265,...UNIVERSITÄT PADERBORN FAKULTÄT FÜR MASCHINENBAU MODULHANDBUCH FÜR DEN BACHELORSTUDIENGANG WIRTSCHAFTSINGENIEURW...,True,
./PDF-files/Wirtschaftsingenieurwesen/152_11-05-2023 Produktion und Management.pdf,152_11-05-2023 Produktion und Management.pdf,115,"...Modulhandbuch Fachbereich Produktions- und Holztechnik, Technis...",True,
./PDF-files/Wirtschaftsingenieurwesen/240_17.05.2023 Wirtschaftsingenieurwesen.pdf,240_17.05.2023 Wirtschaftsingenieurwesen.pdf,47,"...Technik, Informatik und Wirtschaft           Modulhandbuch    des    Studiengangs     Master Wirtschaftsinge...",True,
./PDF-files/Wirtschaftsingenieurwesen/253_19.05.2023 Wirtschaftsingenieurwesen.pdf,253_19.05.2023 Wirtschaftsingenieurwesen.pdf,96,...Fakultät Maschinenbau                 Modulhandbuch   Bachelor Wirtschaftsingenieurwesen       Versio...,True,
./PDF-files/Wirtschaftsingenieurwesen/362_27.05.2023 Wirtschaftsingenieurwesen.pdf,362_27.05.2023 Wirtschaftsingenieurwesen.pdf,120,"...rtschaftsingenieurwesen "" Bachelor of Engineering Modulkatalog Stand vom: Februar 2018© 2018 Technische Hochschu...",True,
./PDF-files/Mechatronik/2082_18.09.2023  Mechatronics.pdf,2082_18.09.2023  Mechatronics.pdf,33,...espective module records of said module(s) in the module handbook will apply. Teaching and learning forms: dependen...,True,
./PDF-files/Mechatronik/1896_25.08.2023 Mechatronik_Feinwerktechnik.pdf,1896_25.08.2023 Mechatronik_Feinwerktechnik.pdf,65,...Modulhandbuch  Bachelor Mechatronik / Feinwerktechnik (B -MF)...,True,
./PDF-files/Mechatronik/1897_25.08.2023 Mechatronik kompakt durch Anrechnung _MekA.pdf,1897_25.08.2023 Mechatronik kompakt durch Anrechnung _MekA.pdf,101,...PunkteModulverantwortliche(r) VeranstaltungSPO32 Modulübersicht Mechatronik kompakt durch Anrechnung MekA SWSHinw...,True,
./PDF-files/Mechatronik/2123_19.09.2023 Smart Vehicle Systems.pdf,2123_19.09.2023 Smart Vehicle Systems.pdf,90,...Modulhandbuch Smart Vehicle Systems (SVS) und SVS im Praxisverb...,True,
./PDF-files/Mechatronik/1876_25.08.2023 Mechatronik.pdf,1876_25.08.2023 Mechatronik.pdf,167,...Modulhandbuch des Studiengangs Mechatronik Bachelor of Engineer...,True,
./PDF-files/Mechatronik/2037_14.09.2023 Ingenieurpädagogik.pdf,2037_14.09.2023 Ingenieurpädagogik.pdf,54,...Modulhandbuch Maschinenbau - Ingenieurpädagogik (B.Eng.) Hochsc...,True,
./PDF-files/Mechatronik/1839_23.08.2023 Mechatronik.pdf,1839_23.08.2023 Mechatronik.pdf,100,...Modulhandbuch gesamt  Mechatronik Bachelor {B.Eng.)  Stand: 11....,True,
./PDF-files/Mechatronik/1947_31.08.2023 Bionics.pdf,1947_31.08.2023 Bionics.pdf,43,...Module Handbook Bionics  M.Sc.            Module Handbook     For...,True,
./PDF-files/Mechatronik/1918_28.08.2023 Mechatronik und Robotik kooperativ.pdf,1918_28.08.2023 Mechatronik und Robotik kooperativ.pdf,1110,...Modulhandbuch Studiengang Mechatronik und Robotik Modulhandbuch...,True,
./PDF-files/Mechatronik/1845_23.08.2023 Mechatronik.pdf,1845_23.08.2023 Mechatronik.pdf,164,...Hochschule Koblenz ∗Fachbereich Ingenieurwesen ∗Modulhandbuch BA Mechatronik PO-2022 Modulhandbuch (Immatrikula...,True,
./PDF-files/Mechatronik/1922_28.08.2023 Robotik (Mechatronik).pdf,1922_28.08.2023 Robotik (Mechatronik).pdf,146,"...2023   Modulhandbuch   MECHATRONIK,  ROBOTIK, NACHHALTIGK EITSTECHNOLO...",True,
./PDF-files/Mechatronik/1942_31.08.2023 Autonome Systeme und Robotik.pdf,1942_31.08.2023 Autonome Systeme und Robotik.pdf,219,...Modulhandbuch M. Sc. Autonome Systeme und Robotik  1...,True,
./PDF-files/Mechatronik/2122_19.09.2023 Simulation und Test.pdf,2122_19.09.2023 Simulation und Test.pdf,30,...senschaften Masterstudiengang „Simulation + Test“ Modulhandbuch Stand: 12.05.2021 – Änderungen vorbehalten M_ST_M...,True,
./PDF-files/Mechatronik/2077_15.09.2023 Mechanical and Process Engineering.pdf,2077_15.09.2023 Mechanical and Process Engineering.pdf,47,"...ademie Freiberg  Nr. 17, Heft 2 vom 06. Mai 2019  Modulhandbuch  für den  Internationalen Masterstudiengang  Mech...",True,
./PDF-files/Mechatronik/1800_21.08.2023 Mechatronik.pdf,1800_21.08.2023 Mechatronik.pdf,142,...PunkteModulverantwortliche(r) VeranstaltungSPO32 Modulübersicht Mechatronik F SWSHinweis für das Sommersemester 2...,True,
"./PDF-files/Mechatronik/1906_28.08.2023 Mechatronik, Teilzeit.pdf","1906_28.08.2023 Mechatronik, Teilzeit.pdf",90,...Modulhandbuch zum Bachelor Studiengang 28.02.2023 Inhaltsverzei...,True,
./PDF-files/Mechatronik/1835_22.08.2023 Mechatronik.pdf,1835_22.08.2023 Mechatronik.pdf,102,...Modulhandbuch für den     Bachelor studiengang Mechatronik   (S...,True,
./PDF-files/Mechatronik/2124_19.09.2023 Smart Vehicle Systems im Praxisverbund.pdf,2124_19.09.2023 Smart Vehicle Systems im Praxisverbund.pdf,90,...Modulhandbuch Smart Vehicle Systems (SVS) und SVS im Praxisverb...,True,
./PDF-files/Mechatronik/1952_05.09.2023 Connected Lighting (berufsbegleitendes Verbundstudium).pdf,1952_05.09.2023 Connected Lighting (berufsbegleitendes Verbundstudium).pdf,61,...1     Modulhandbuch   Master Connected Lighting   (berufsbegleitendes...,True,
./PDF-files/Mechatronik/2089_18.09.2023 Mechatronische Systeme.pdf,2089_18.09.2023 Mechatronische Systeme.pdf,75,...Technologies   Maschinenbau und Mechatronik       Modulhandbuch für die  Master studiengänge     Elektrotechnik (...,True,
./PDF-files/Mechatronik/1921_28.08.2023 Nachhaltigkeitstechnologien (Mechatronik).pdf,1921_28.08.2023 Nachhaltigkeitstechnologien (Mechatronik).pdf,146,"...2023   Modulhandbuch   MECHATRONIK,  ROBOTIK, NACHHALTIGK EITSTECHNOLO...",True,
./PDF-files/Mechatronik/1875_25.08.2023 Mechatronik.pdf,1875_25.08.2023 Mechatronik.pdf,167,...Modulhandbuch des Studiengangs Mechatronik Bachelor of Engineer...,True,
./PDF-files/Mechatronik/1872_25.08.2023 Mechatronik.pdf,1872_25.08.2023 Mechatronik.pdf,89,...Modulkatalog   Mechatronik - Bachelor of Engineering (B. Eng.)...,True,
"./PDF-files/Mechatronik/1893_25.08.2023 Mechatronik, Dual.pdf","1893_25.08.2023 Mechatronik, Dual.pdf",90,...Modulhandbuch zum Bachelor Studiengang 28.02.2023 Inhaltsverzei...,True,
./PDF-files/Mechatronik/1892_25.08.2023 Mechatronik dual.pdf,1892_25.08.2023 Mechatronik dual.pdf,147,...odynamik 2/2.5Login Kontakt Su che Drucken EnglishModulübersicht mit direkten Verlinkungen auf die jeweilige Modul...,True,
./PDF-files/Mechatronik/1929_29.08.2023 Applied Research in Engineering Sciences.pdf,1929_29.08.2023 Applied Research in Engineering Sciences.pdf,78,...Modulhandbuch für den Masterstudiengang Applied Research in Eng...,True,
./PDF-files/Mechatronik/1864_24.08.2023 Mechatronik.pdf,1864_24.08.2023 Mechatronik.pdf,295,...Modulhandbuch für den Bachelorstudiengang Mechatronik (B.Eng.)...,True,
./PDF-files/Mechatronik/1903_28.08.2023 Mechatronik – Robotik und Automatisierung.pdf,1903_28.08.2023 Mechatronik – Robotik und Automatisierung.pdf,82,...Modulkatalog   Mechatronik - Robotik und Automatisierun g   Ba...,True,
./PDF-files/Mechatronik/2085_18.09.2023 Mechatronics and Robotics.pdf,2085_18.09.2023 Mechatronics and Robotics.pdf,43,...Modulhandbuch (Module Handbook): Mechatronics & Robotics 90 CP...,True,
./PDF-files/Mechatronik/1816_22.08.2023 Mechatronik.pdf,1816_22.08.2023 Mechatronik.pdf,99,...Modulhandbuch  Studiengang Mechatronik (Bachelor) Fakultät Faku...,True,
./PDF-files/Mechatronik/1915_28.08.2023 Mechatronik und Robotik.pdf,1915_28.08.2023 Mechatronik und Robotik.pdf,37,...Modulhandbuch   des konsekutiven  Master -Studiengang s    Mech...,True,
./PDF-files/Mechatronik/2094_18.09.2023 Mechatronische Systementwicklung.pdf,2094_18.09.2023 Mechatronische Systementwicklung.pdf,47,...HS PF  Engineering PF                     Modulhandbuch    für den Masterstudiengang               Mechat...,True,
./PDF-files/Mechatronik/1858_24.08.2023 Mechatronik.pdf,1858_24.08.2023 Mechatronik.pdf,138,...Mechatronik Modulhandbuch Bachelor of Science (B. Sc.) BPO 2013 (für Studie...,True,
./PDF-files/Mechatronik/1850_24.08.2023 Mechatronik.pdf,1850_24.08.2023 Mechatronik.pdf,66,"...Modulhandbuch Fachbereich Maschinentechnik und Mechatronik, Hoc...",True,
./PDF-files/Mechatronik/2139_19.09.2023 Technische Physik.pdf,2139_19.09.2023 Technische Physik.pdf,65,...logien“  und „Laser - und Lichttechnologie“       Modulhandbuch                  Stand: 20.03.2020  - Änderungen...,True,
./PDF-files/Mechatronik/1820_22.08.2023 Mechatronik.pdf,1820_22.08.2023 Mechatronik.pdf,99,...Modulhandbuch   des Studiengang s    Mechatronik     Bachelor o...,True,
./PDF-files/Mechatronik/1919_28.08.2023 Medizintechnik (Mechatronik).pdf,1919_28.08.2023 Medizintechnik (Mechatronik).pdf,146,"...2023   Modulhandbuch   MECHATRONIK,  ROBOTIK, NACHHALTIGK EITSTECHNOLO...",True,
./PDF-files/Mechatronik/1908_28.08.2023 Mechatronik und Automobiltechnik.pdf,1908_28.08.2023 Mechatronik und Automobiltechnik.pdf,49,...bR -Besc hluss vom 27. April 2022                 Modulhandbuch   des konsekutiven  Master -Studiengang s    Mech...,True,
./PDF-files/Mechatronik/1811_22.08.2023 Mechatronik.pdf,1811_22.08.2023 Mechatronik.pdf,132,...Modulhandbuch  des Studiengangs     Mechatronik   Master of Sci...,True,
./PDF-files/Mechatronik/2080_15.09.2023 Mechatronics.pdf,2080_15.09.2023 Mechatronics.pdf,96,...Bachelor‘s De gree Program me Mechatronics   Module Handbook...,True,
./PDF-files/Mechatronik/2111_18.09.2023 Precision Farming.pdf,2111_18.09.2023 Precision Farming.pdf,60,...Modulhandbuch Studiengang Precision Farming    Stand: 22. Juni...,True,
./PDF-files/Mechatronik/1812_22.08.2023 Mechatronik.pdf,1812_22.08.2023 Mechatronik.pdf,473,...B 18 Elektrotechnik und Informationstechnik (PO ) Modulhandbuch FB 18 Stand: 02.03.2023 Modulhandbuch: Gesamtkata...,True,
./PDF-files/Mechatronik/1886_25.08.2023 Mechatronik_Berufsbegleitendes Studienprogramm des Graduate Campus Hochschule Aalen.pdf,1886_25.08.2023 Mechatronik_Berufsbegleitendes Studienprogramm des Graduate Campus Hochschule Aalen.pdf,96,...1Bachelor Mechatronik SPO 207 MODULHANDBUCH EPO-Version 207 Stand: 11.08.2023 2Inhaltsverzeic...,True,
./PDF-files/Mechatronik/1935_31.08.2023 Automatisierungstechnik und Elektro-Maschinenbau.pdf,1935_31.08.2023 Automatisierungstechnik und Elektro-Maschinenbau.pdf,173,...Modulhandbuch Studiengang Automatisierungstechnik und Elektro-M...,True,
./PDF-files/Mechatronik/1787_21.08.2023 Berufliche Bildung - Mechatronik.pdf,1787_21.08.2023 Berufliche Bildung - Mechatronik.pdf,106,...Modulhandbuch   Studiengang Bachelor of Science (B. Sc.)   Beru...,True,
./PDF-files/Mechatronik/1846_23.08.2023 Mechatronik.pdf,1846_23.08.2023 Mechatronik.pdf,164,...Hochschule Koblenz ∗Fachbereich Ingenieurwesen ∗Modulhandbuch BA Mechatronik PO-2022 Modulhandbuch (Immatrikula...,True,
./PDF-files/Mechatronik/2023_14.09.2023 Höheres Lehramt an beruflichen Schulen für Fahrzeug- und Fertigungstechnik Gewerbelehrer-in.pdf,2023_14.09.2023 Höheres Lehramt an beruflichen Schulen für Fahrzeug- und Fertigungstechnik Gewerbelehrer-in.pdf,22,...Modulkatalog     Höheres Lehramt an beruflichen Schulen – Fahr...,True,
./PDF-files/Mechatronik/1779_21.08.2023 Automation_Mechatronik.pdf,1779_21.08.2023 Automation_Mechatronik.pdf,58,...Modulhandbuch Elektrotechnik - Automation (M.Sc.) Hochschule Mi...,True,
./PDF-files/Mechatronik/1791_21.08.2023 Engineering - Mechatronik und Automation.pdf,1791_21.08.2023 Engineering - Mechatronik und Automation.pdf,75,...Modulhandbuch des S tudiengangs  Engineering  (Bachelor of Engi...,True,
./PDF-files/Mechatronik/2100_18.09.2023 Medizintechnik.pdf,2100_18.09.2023 Medizintechnik.pdf,96,...Modulhandbuch   Bachelor Medizin technik ( B-MED)          Ausg...,True,
./PDF-files/Mechatronik/1813_22.08.2023 Mechatronik.pdf,1813_22.08.2023 Mechatronik.pdf,473,...B 18 Elektrotechnik und Informationstechnik (PO ) Modulhandbuch FB 18 Stand: 02.03.2023 Modulhandbuch: Gesamtkata...,True,
./PDF-files/Mechatronik/1859_24.08.2023 Mechatronik.pdf,1859_24.08.2023 Mechatronik.pdf,138,...Mechatronik Modulhandbuch Bachelor of Science (B. Sc.) BPO 2013 (für Studie...,True,
./PDF-files/Mechatronik/2088_18.09.2023 Mechatronic Systems.pdf,2088_18.09.2023 Mechatronic Systems.pdf,67,...1           Modulhandbuch     Master Mechatronic Systems   (M. Eng.)...,True,
./PDF-files/Mechatronik/1804_21.08.2023 Mechatronik.pdf,1804_21.08.2023 Mechatronik.pdf,36,...Datei vom 17.11.2021   Seite 1 von 36            Modulhandbuch für den Master Studiengang Mechatronik     Datei...,True,
./PDF-files/Mechatronik/1785_21.08.2023 Automobiltechnologie - Mechatronik und IT.pdf,1785_21.08.2023 Automobiltechnologie - Mechatronik und IT.pdf,51,...Modulhandbuch A M / MEIT –  SPO vom 22.03.2022  –  Stand 16.05....,True,
./PDF-files/Mechatronik/1817_22.08.2023 Mechatronik.pdf,1817_22.08.2023 Mechatronik.pdf,110,...Modulhandbuch     Dualer Bachelorstudiengang Mechatronik  Studi...,True,
./PDF-files/Mechatronik/2098_18.09.2023 Medizintechnik.pdf,2098_18.09.2023 Medizintechnik.pdf,473,...B 18 Elektrotechnik und Informationstechnik (PO ) Modulhandbuch FB 18 Stand: 02.03.2023 Modulhandbuch: Gesamtkata...,True,
./PDF-files/Mechatronik/1917_28.08.2023 Mechatronik und Robotik.pdf,1917_28.08.2023 Mechatronik und Robotik.pdf,667,...Modulhandbuch Studiengang Maschinenbau Modulhandbuch Fakultät M...,True,
./PDF-files/Mechatronik/1993_11.09.2023 Embedded Systems Design.pdf,1993_11.09.2023 Embedded Systems Design.pdf,23,...University of   Applied Sciences   Bremerh aven Module Handbook   Emb edded Systems Design [ESD]    Page C -1  Me...,True,
./PDF-files/Mechatronik/1968_10.09.2023 Elektronische und Mechatronische Systeme.pdf,1968_10.09.2023 Elektronische und Mechatronische Systeme.pdf,58,...Modulhandbuch  Master Elektronische und Mechatronische Systeme...,True,
./PDF-files/Mechatronik/1953_05.09.2023 Datenmanagement in Produktentwicklung und Produktion.pdf,1953_05.09.2023 Datenmanagement in Produktentwicklung und Produktion.pdf,40,...Modulhandbuch   M asterstudiengang   D atenmanagement in Produk...,True,
./PDF-files/Mechatronik/1786_21.08.2023 Automotive und Mechatronik.pdf,1786_21.08.2023 Automotive und Mechatronik.pdf,46,...Modulhandbuch  für den Masterstudiengang  Automotive und Mechat...,True,
./PDF-files/Maschinenbau/2365_30.09.2023 Maschinenbau.pdf,2365_30.09.2023 Maschinenbau.pdf,386,...Modulhandbuch Fachbereich Technik STAND: 05.07.2023         ...,True,
./PDF-files/Maschinenbau/1193_19.07.2023 Maschinenbau.pdf,1193_19.07.2023 Maschinenbau.pdf,460,...Modulhandbuch    Beschreibung des Studiengangs  Maschinenbau (B...,True,
./PDF-files/Maschinenbau/1685_16.08.2023 Maschinenbau.pdf,1685_16.08.2023 Maschinenbau.pdf,174,...U   Bachelor-Studiengang  Maschinenbau   PO 2021  Modulhandbuch  Gültig ab Wintersemester 202 2/23 Ergänzend  zu...,True,
./PDF-files/Maschinenbau/2294_28.09.2023 Engineering - Produktionstechnik.pdf,2294_28.09.2023 Engineering - Produktionstechnik.pdf,72,...Modulhandbuch des S tudiengangs  Engineering  (Bachelor of Engi...,True,
./PDF-files/Maschinenbau/2246_25.09.2023 Automotive.pdf,2246_25.09.2023 Automotive.pdf,172,...Modulhandbuch     Studiengang Automotive  (B. Eng.)   Studienga...,True,
./PDF-files/Maschinenbau/2295_28.09.2023 Engineering - Produktionstechnik mit Schwerpunkt Instandhaltung.pdf,2295_28.09.2023 Engineering - Produktionstechnik mit Schwerpunkt Instandhaltung.pdf,73,...Modulhandbuch des S tudiengangs  Engineering  (Bachelor of Engi...,True,
./PDF-files/Maschinenbau/1423_28.07.2023 Maschinenbau.pdf,1423_28.07.2023 Maschinenbau.pdf,28,,True,
./PDF-files/Maschinenbau/2371_29.07.2024 Maschinenbau.pdf,2371_29.07.2024 Maschinenbau.pdf,151,...2 3 4 5 6 7 8Login Kontakt Su che Drucken EnglishModulübersicht mit direkten Verlinkungen auf die jeweilige Modul...,True,
./PDF-files/Maschinenbau/2293_28.09.2023 Engineering - Kunststofftechnik.pdf,2293_28.09.2023 Engineering - Kunststofftechnik.pdf,71,...Modulhandbuch des S tudiengangs  Engineering  (Bachelor of Engi...,True,
./PDF-files/Maschinenbau/2292_28.09.2023 Engineering - Konstruktion.pdf,2292_28.09.2023 Engineering - Konstruktion.pdf,71,...Modulhandbuch des S tudiengangs  Engineering  (Bachelor of Engi...,True,
./PDF-files/Maschinenbau/2275_26.09.2023 Digital Engineering im Maschinenbau.pdf,2275_26.09.2023 Digital Engineering im Maschinenbau.pdf,149,...Modulhandbuch für den Bachelorstudiengang Digital Engineering i...,True,
./PDF-files/Maschinenbau/2278_26.09.2023 Digitale Produktion.pdf,2278_26.09.2023 Digitale Produktion.pdf,125,...Modulhandbuch des Studiengangs Digitale Pr oduktion Bachelor of...,True,
./PDF-files/Maschinenbau/2369_30.09.2023 Maschinenbau.pdf,2369_30.09.2023 Maschinenbau.pdf,125,...Modulhandbuch Wintersemester 2023 422 Maschinenbau   INHALTSVER...,True,
./PDF-files/Maschinenbau/2353_29.09.2023 Logistik.pdf,2353_29.09.2023 Logistik.pdf,53,...Fakultät Maschinenbau                 Modulhandbuch   Bachelor Logistik       Version 1.11 vom 14.06....,True,
./PDF-files/Maschinenbau/1686_17.08.2023 Maschinenbau.pdf,1686_17.08.2023 Maschinenbau.pdf,231,...R MASCHINENBAU   Master-Studiengang Maschinenbau  Modulhandbuch PO 2021 Gültig ab Sommersemester 2023 Ergänzen d...,True,
./PDF-files/Maschinenbau/1699_17.08.2023 Maschinenbau.pdf,1699_17.08.2023 Maschinenbau.pdf,110,"...chinenbau (ab WS22/23)""  Bachelor of Engineering  Modulhandbuch Stand vom September 2022 © 2022 Technische Hochsc...",True,
./PDF-files/Maschinenbau/2211_22.09.2023 Maschinenbau_Verfahrens- und Energietechnik.pdf,2211_22.09.2023 Maschinenbau_Verfahrens- und Energietechnik.pdf,68,...Modulhandbuch     Master -Studiengang   Maschinenbau  / Verfahr...,True,
./PDF-files/Maschinenbau/1698_17.08.2023 Maschinenbau.pdf,1698_17.08.2023 Maschinenbau.pdf,199,...ig ab: SoSe23Maschinenbau Bachelor of Engineering Modulhandbuch Modulübersicht Grundstudium BWL und QM Grundlagen...,True,
./PDF-files/Maschinenbau/1702_17.08.2023 Maschinenbau dual.pdf,1702_17.08.2023 Maschinenbau dual.pdf,151,...2 3 4 5 6 7 8Login Kontakt Su che Drucken EnglishModulübersicht mit direkten Verlinkungen auf die jeweilige Modul...,True,
./PDF-files/Maschinenbau/2049_15.09.2023 Maschinenbau.pdf,2049_15.09.2023 Maschinenbau.pdf,36,...Fakultät Engineering   Studiengang Maschinenbau   Modulhandbuch- MAB -Teil-B-(Wkst -Prozess) -StuPo_19_2- V4.docx...,True,
./PDF-files/Maschinenbau/2370_30.09.2023 Maschinenbau.pdf,2370_30.09.2023 Maschinenbau.pdf,125,...Modulhandbuch Wintersemester 2023 422 Maschinenbau   INHALTSVER...,True,
./PDF-files/Maschinenbau/2053_15.09.2023 Maschinenbau.pdf,2053_15.09.2023 Maschinenbau.pdf,272,...Modulhandbuch   des Master studiengangs   Maschinenbau     basi...,True,
./PDF-files/Maschinenbau/2354_29.09.2023  Logistik.pdf,2354_29.09.2023  Logistik.pdf,51,...Fakultät Maschinenbau                 Modulhandbuch   Master Logistik       Version 1.5 vom 01.02.202...,True,
./PDF-files/Maschinenbau/2296_28.09.2023 Engineering - Prüftechnik und Qualitätsmanagement.pdf,2296_28.09.2023 Engineering - Prüftechnik und Qualitätsmanagement.pdf,72,...Modulhandbuch des Studiengangs   Engineering   (Bachelor of Eng...,True,
./PDF-files/Maschinenbau/1936_31.08.2023 Automatisierungstechnik und Elektro-Maschinenbau kooperativ.pdf,1936_31.08.2023 Automatisierungstechnik und Elektro-Maschinenbau kooperativ.pdf,173,...Modulhandbuch Studiengang Automatisierungstechnik und Elektro-M...,True,
