filepath,filename,page_count,keyword_context,is_handbook,error
./PDF-files/Verfahrenstechnik/1556_10.08.2023 Verfahrenstechnik_Chemieingenieurwesen.pdf,1556_10.08.2023 Verfahrenstechnik_Chemieingenieurwesen.pdf,121,...Modulhandbuch   des Bachelor studiengangs   Verfahrenstechnik/...,True,
./PDF-files/Verfahrenstechnik/1554_10.08.2023 Verfahrenstechnik.pdf,1554_10.08.2023 Verfahrenstechnik.pdf,79,...Modulkatalog   Verfahrenstechnik  – Bachelor of Engineering  (...,True,
./PDF-files/Bauingenieurwesen/884_05.07.2023 Projektmanagement Bau.pdf,884_05.07.2023 Projektmanagement Bau.pdf,45,...ed here is for information purposes only.         Module catalogue for Project Management Construction (B.Eng.)...,True,
./PDF-files/Bauingenieurwesen/694_22.06.2023 Bauingenieurwesen.pdf,694_22.06.2023 Bauingenieurwesen.pdf,123,"...h Bachelor Bauingenieurwesen    DokID: BI_0030_VO_Modulhandbuch_B -BI_2018_public    Vers. 7, 14.03.2023 , MV 1/1...",True,
./PDF-files/Bauingenieurwesen/685_22.06.2023 Bauingenieurwesen.pdf,685_22.06.2023 Bauingenieurwesen.pdf,108,...Bauingenieurwesen Modulhandbuch Bachelor of Science (B. Sc.) BPO 2014 für Studier...,True,
./PDF-files/Bauingenieurwesen/715_24.06.2023 Bauingenieurwesen.pdf,715_24.06.2023 Bauingenieurwesen.pdf,79,...Modulkatalog   Bachelor –  Studiengang   Bauingenieurwesen   −...,True,
./PDF-files/Bauingenieurwesen/878_05.07.2023 Natural Hazards and Risks in Structural Engineering.pdf,878_05.07.2023 Natural Hazards and Risks in Structural Engineering.pdf,34,...rsität Weimar   01.04.2023   2023   Module guide (Modulhandbuch) NHRE   2 Study Regulations - Supplement 1...,True,
./PDF-files/Bauingenieurwesen/608_16.06.2023 Bauingenieurwesen.pdf,608_16.06.2023 Bauingenieurwesen.pdf,59,...Fakultät für Architektur und Bauwesen           Modulhandbuch zum   Masters tudiengang Bauingenieurwesen   Schw...,True,
./PDF-files/Bauingenieurwesen/804_28.06.2023 Geoenvironmental Engineering (Geoumwelttechnik).pdf,804_28.06.2023 Geoenvironmental Engineering (Geoumwelttechnik).pdf,74,...Modulhandbuch   des Masterstudiengangs   Geoenvironmental Engin...,True,
./PDF-files/Bauingenieurwesen/769_27.06.2023 Baustellenmanagement.pdf,769_27.06.2023 Baustellenmanagement.pdf,64,"...1              Modulhandbuch       Akkreditierter, berufsbegleitender Studieng...",True,
./PDF-files/Bauingenieurwesen/621_18.06.2023 Bauingenieurwesen.pdf,621_18.06.2023 Bauingenieurwesen.pdf,269,...diengang   Bauingenieurwesen  PO 2013             Modulhandbuch  Modulbeschreibungen  Curriculum   Leitfaden für...,True,
./PDF-files/Bauingenieurwesen/611_18.06.2023 Bauingenieurwesen.pdf,611_18.06.2023 Bauingenieurwesen.pdf,89,...Modulhandbuch Wintersemester 2023 712 Bauingenieurwesen   INHAL...,True,
./PDF-files/Bauingenieurwesen/673_21.06.2023 Bauingenieurwesen.pdf,673_21.06.2023 Bauingenieurwesen.pdf,42,...nenbau          Studien - und Prüfungsplan   mit  Modulhandbuch     Bachelor    Bauingenieurwesen               S...,True,
./PDF-files/Bauingenieurwesen/751_26.06.2023 Bauingenieurwesen und Geodäsie.pdf,751_26.06.2023 Bauingenieurwesen und Geodäsie.pdf,109,...Modulhandbuch  |  B.Sc. Bauingenieurwesen und Geodäsie  |  03.0...,True,
./PDF-files/Bauingenieurwesen/738_25.06.2023 Bauingenieurwesen - Konstruktiver Ingenieurbau.pdf,738_25.06.2023 Bauingenieurwesen - Konstruktiver Ingenieurbau.pdf,40,...g Ingenieurbau Grundlagen30 30 Vertiefungsstudium Modulübersichtstabelle   Master -SG Ba uingenieurwesen -Konstruk...,True,
./PDF-files/Bauingenieurwesen/759_26.06.2023 Bauphysik.pdf,759_26.06.2023 Bauphysik.pdf,97,...-70174 Stuttgart                                  Modulhandbuch   Bauphysik       Stand September 2019   Modulübe...,True,
./PDF-files/Bauingenieurwesen/927_07.07.2023 Vorbeugender Brandschutz.pdf,927_07.07.2023 Vorbeugender Brandschutz.pdf,40,...serslautern   Fachbereich Bauen und Gestalten     Modulhandbuch   Studiengang Vorbeugender Brandschutz     Modulh...,True,
./PDF-files/Bauingenieurwesen/719_24.06.2023 Bauingenieurwesen.pdf,719_24.06.2023 Bauingenieurwesen.pdf,56,...Modulhandbuch         Bachelor- Studiengang     Bauingenieurwes...,True,
./PDF-files/Bauingenieurwesen/727_24.06.2023 Bauingenieurwesen - Civil Engineering.pdf,727_24.06.2023 Bauingenieurwesen - Civil Engineering.pdf,286,...Modulhandbuch  |  M.Sc. Bauingenieurwesen – Civil Engineering |...,True,
./PDF-files/Bauingenieurwesen/806_28.06.2023 Geotechnik Tunnelbau.pdf,806_28.06.2023 Geotechnik Tunnelbau.pdf,52,...er Geotechnik/  Tunnelbau      Stand: 15.11.2019  Modulhandbuch          Modulbeschreibungen des Masterst udienga...,True,
./PDF-files/Bauingenieurwesen/764_26.06.2023 Bauprozessmanagement.pdf,764_26.06.2023 Bauprozessmanagement.pdf,32,...Master Bauprozess- management  Stand: 02.05.2022Modulhandbuch  1 Seite Modulbeschreibungen des Master studienga...,True,
./PDF-files/Bauingenieurwesen/664_21.06.2023 Bauingenieurwesen.pdf,664_21.06.2023 Bauingenieurwesen.pdf,272,...genieur - und Umweltingenieur wesen               Modulhandbuch für den Studiengang         Master of Science (M....,True,
./PDF-files/Bauingenieurwesen/655_20.06.2023 Bauingenieurwesen.pdf,655_20.06.2023 Bauingenieurwesen.pdf,364,...Modulhandbuch Fachbereich Technik STAND: 30.01.2023        ...,True,
./PDF-files/Bauingenieurwesen/714_24.06.2023 Bauingenieurwesen.pdf,714_24.06.2023 Bauingenieurwesen.pdf,39,...Modulhandbuch für den Master studieng ang Bauingenieurwesen – S...,True,
./PDF-files/Bauingenieurwesen/894_05.07.2023 Smart Building Engineering mit Praxissemester.pdf,894_05.07.2023 Smart Building Engineering mit Praxissemester.pdf,78,...Modulhandbuch – Smart Building Engineering Fachbereiche Bauinge...,True,
./PDF-files/Bauingenieurwesen/858_04.07.2023 Konstruktiver Ingenieurbau.pdf,858_04.07.2023 Konstruktiver Ingenieurbau.pdf,54,...onstruktiver  Ingenieurbau      Stand: 21.02.2023 Modulhandbuch          Modulbeschreibungen des Masterstudie nga...,True,
./PDF-files/Bauingenieurwesen/718_24.06.2023 Bauingenieurwesen.pdf,718_24.06.2023 Bauingenieurwesen.pdf,53,...Modulhandbuch         Dualer Bachelor- Studiengang     Bauingen...,True,
./PDF-files/Bauingenieurwesen/922_06.07.2023 Verkehrsinfrastrukturmanagement.pdf,922_06.07.2023 Verkehrsinfrastrukturmanagement.pdf,48,...rkehrsinfrastruktur- management  Stand: 10.10.2022Modulhandbuch  Hochschule für Technik   Stuttgart Fakultät  B a...,True,
./PDF-files/Bauingenieurwesen/684_21.06.2023 Bauingenieurwesen.pdf,684_21.06.2023 Bauingenieurwesen.pdf,108,...Bauingenieurwesen Modulhandbuch Bachelor of Science (B. Sc.) BPO 2014 für Studier...,True,
./PDF-files/Bauingenieurwesen/599_16.06.2023 Bauinformationstechnologie.pdf,599_16.06.2023 Bauinformationstechnologie.pdf,50,...1                                  Modulhandbuch       BAUINFORMATIONSTECHNO LOGIE   (B. Sc. )  Ba...,True,
./PDF-files/Bauingenieurwesen/841_04.07.2023 Infrastrukur und Umwelt.pdf,841_04.07.2023 Infrastrukur und Umwelt.pdf,203,...Modulhandbuch  des Bachelor‐Studiengangs    Infrastruktur und U...,True,
./PDF-files/Bauingenieurwesen/699_22.06.2023 Bauingenieurwesen.pdf,699_22.06.2023 Bauingenieurwesen.pdf,52,...Modulhandbuch für den Bachelorstudiengang Bauingenieurwesen (B....,True,
./PDF-files/Bauingenieurwesen/663_21.06.2023 Bauingenieurwesen.pdf,663_21.06.2023 Bauingenieurwesen.pdf,175,...genieur - und Umweltingenieur wesen               Modulhandbuch für den Studiengang         Bachelor of Science (...,True,
./PDF-files/Bauingenieurwesen/653_20.06.2023 Bauingenieurwesen.pdf,653_20.06.2023 Bauingenieurwesen.pdf,388,"...res and courses can be found in the corresponding module handbook published separately. [7] Module Manual M.Sc. ""Ci...",True,
./PDF-files/Bauingenieurwesen/896_06.07.2023 Staedtebauliche_Innenentwicklung.pdf,896_06.07.2023 Staedtebauliche_Innenentwicklung.pdf,53,...Modulhandbuch   Masterstudiengang   Städtebauliche  Innenentwic...,True,
./PDF-files/Bauingenieurwesen/708_24.06.2023 Bauingenieurwesen.pdf,708_24.06.2023 Bauingenieurwesen.pdf,222,...helor Bauingenieur- wesen      Stand: 27.11.2019  Modulhandbuch      Modulbeschreibungen des Bachelor studiengang...,True,
./PDF-files/Bauingenieurwesen/696_22.06.2023 Bauingenieurwesen.pdf,696_22.06.2023 Bauingenieurwesen.pdf,104,...Modulhandbuch   Bauingenieurwesen (B. Eng.)             BACHELO...,True,
./PDF-files/Bauingenieurwesen/754_26.06.2023 Bauingenieurwesen und Umweltwissenschaften.pdf,754_26.06.2023 Bauingenieurwesen und Umweltwissenschaften.pdf,334,...r München Werner-Heisenberg-Weg 39 85577Neubiberg Modulhandbuch des Studiengangs Bauingenieurwesen und  Umweltwis...,True,
"./PDF-files/Bauingenieurwesen/872_05.07.2023 Mobilität, Verkehr und Infrastruktur.pdf","872_05.07.2023 Mobilität, Verkehr und Infrastruktur.pdf",108,...ingenieur - und Umweltingenieur wesen             Modulhandbuch für den Studiengang         Master of Science (M....,True,
./PDF-files/Bauingenieurwesen/753_26.06.2023 Bauingenieurwesen und Umweltwissenschaften.pdf,753_26.06.2023 Bauingenieurwesen und Umweltwissenschaften.pdf,226,...r München Werner-Heisenberg-Weg 39 85577Neubiberg Modulhandbuch des Studiengangs Bauingenieurwesen und  Umweltwis...,True,
./PDF-files/Bauingenieurwesen/892_05.07.2023 Smart Building Engineering.pdf,892_05.07.2023 Smart Building Engineering.pdf,78,...Modulhandbuch – Smart Building Engineering Fachbereiche Bauinge...,True,
./PDF-files/Bauingenieurwesen/767_27.06.2023 Baurecht und Bauwirtschaft.pdf,767_27.06.2023 Baurecht und Bauwirtschaft.pdf,324,...rüfungsplan   II:  Kompetenzbeschreibungen   III: Modulhandbuch ( nur elektronisch veröffentlicht )   vom  21 . 1...,True,
./PDF-files/Bauingenieurwesen/610_16.06.2023 Bauingenieurwesen.pdf,610_16.06.2023 Bauingenieurwesen.pdf,135,...Modulhandbuch Wintersemester 2023 711 Bauingenieurwesen   INHAL...,True,
./PDF-files/Bauingenieurwesen/593_16.06.2023_Bahnverkehr_Mobilitaet_und_Logistik.pdf,593_16.06.2023_Bahnverkehr_Mobilitaet_und_Logistik.pdf,30,"...Modulhandbuch         M.Sc. Bahnv erkehr, Mobilität und Logisti...",True,
./PDF-files/Bauingenieurwesen/693_22.06.2023 Bauingenieurwesen.pdf,693_22.06.2023 Bauingenieurwesen.pdf,92,"...ge  BAU  Bauingenieurwesen   2021      BID Pflichtmodul im 1. Semester   Bauingenieurwesen , dual    Pflichtmo...",True,
./PDF-files/Bauingenieurwesen/752_26.06.2023 Bauingenieurwesen und Umweltingenieurwesen.pdf,752_26.06.2023 Bauingenieurwesen und Umweltingenieurwesen.pdf,48,...Hochschule Konstanz  Modulhandbuch des Studiengang s  Fakultät  MA MWI/M.Eng.   B 2....,True,
./PDF-files/Bauingenieurwesen/893_05.07.2023 Smart Building Engineering mit Auslandssemester.pdf,893_05.07.2023 Smart Building Engineering mit Auslandssemester.pdf,78,...Modulhandbuch – Smart Building Engineering Fachbereiche Bauinge...,True,
./PDF-files/Bauingenieurwesen/803_28.06.2023 Geoenvironmental Engineering.pdf,803_28.06.2023 Geoenvironmental Engineering.pdf,88,...Modulhandbuch   des Bachelor studiengangs   Geoenvironmental En...,True,
./PDF-files/Energietechnik/2172_21.09.2023 Energietechnik.pdf,2172_21.09.2023 Energietechnik.pdf,52,"...e Freiberg  Nr. 37, Heft 2 vom 16. September 2021 Modulhandbuch  für den  Masterstudiengang  Energietechnik    In...",True,
./PDF-files/Energietechnik/1401_28.07.2023 Energie- und Umwelttechnik.pdf,1401_28.07.2023 Energie- und Umwelttechnik.pdf,133,...Energie­ und Umwelttechnik Modulhandbuch Bachelor of Science (B. Sc.) BPO 2020 (für Studie...,True,
./PDF-files/Energietechnik/2196_21.09.2023 Environment and Energy.pdf,2196_21.09.2023 Environment and Energy.pdf,78,,True,
./PDF-files/Energietechnik/2161_20.09.2023 Energiemanagement und Energietechnik.pdf,2161_20.09.2023 Energiemanagement und Energietechnik.pdf,79,...Modulhandbuch   Energiemanagement und Energietechnik (SPO WS 15...,True,
./PDF-files/Energietechnik/1397_28.07.2023 Energie- und Gebäudetechnologie.pdf,1397_28.07.2023 Energie- und Gebäudetechnologie.pdf,83,"...gang   Energie - und Gebäudetechnologie           Modulhandbuch   zur SPO 20222       Für Studierende, die ab dem...",True,
./PDF-files/Energietechnik/2199_22.09.2023 Geo-Energy Systems.pdf,2199_22.09.2023 Geo-Energy Systems.pdf,92,...Modulhandbuch   des Bachelor studiengangs   Geo-Energy Systems...,True,
./PDF-files/Energietechnik/974_09.07.2023 Energie- und Gebäudetechnik.pdf,974_09.07.2023 Energie- und Gebäudetechnik.pdf,96,...bäudetechnik                                      Modulhandbuch Bachelorstudiengang   „Energie - und Gebäudetechn...,True,
./PDF-files/Energietechnik/1392_28.07.2023 Energietechnik.pdf,1392_28.07.2023 Energietechnik.pdf,112,...Modulhandbuch des Studiengangs Energietechnik Bachelor of Engin...,True,
./PDF-files/Energietechnik/1395_28.07.2023 Energie- und Gebäudetechnik.pdf,1395_28.07.2023 Energie- und Gebäudetechnik.pdf,52,...echnik im Praxisverbund (EGTiP) 2018     1        Modulhandbuch  der  Bachelor - Studiengänge      Energie- und G...,True,
./PDF-files/Energietechnik/1391_28.07.2023 Energietechnik.pdf,1391_28.07.2023 Energietechnik.pdf,36,...Modulhandbuch   für den Master studiengang   Energietechn ik  a...,True,
./PDF-files/Energietechnik/1402_28.07.2023 Energie- und Umwelttechnik.pdf,1402_28.07.2023 Energie- und Umwelttechnik.pdf,51,...Modulhandbuch   Energie - und   Umwelttechnik...,True,
./PDF-files/Energietechnik/2189_21.09.2023 Energie- und Umwelttechnik.pdf,2189_21.09.2023 Energie- und Umwelttechnik.pdf,39,...Modulhandbuch Energie - und Umwelttechnik  Stand: März  2023  S...,True,
./PDF-files/Energietechnik/2159_20.09.2023 Energie- Betriebsmanagement.pdf,2159_20.09.2023 Energie- Betriebsmanagement.pdf,25,...Seite 1             Modulhandbuch      des   Weiterbildungs - Master Studiengangs...,True,
./PDF-files/Energietechnik/976_21.09.2023 Energie- und Gebäudetechnik.pdf,976_21.09.2023 Energie- und Gebäudetechnik.pdf,52,...echnik im Praxisverbund (EGTiP) 2018     1        Modulhandbuch  der  Bachelor - Studiengänge      Energie- und G...,True,
./PDF-files/Energietechnik/2375_29.07.2024 Digitalized Energy Systems.pdf,2375_29.07.2024 Digitalized Energy Systems.pdf,57,...Modulhandbuch Digitalised Energy Systems - Master-Studiengang i...,True,
./PDF-files/Energietechnik/2195_21.09.2023 Energy Science and Engineering.pdf,2195_21.09.2023 Energy Science and Engineering.pdf,279,...18M.Sc. Energy Science and Engineering (PO 2023) Modulhandbuch FB 18 Stand: 01.10.2023 Modulhandbuch: M.Sc. Ener...,True,
./PDF-files/Informationssystemtechnik/1231_20.07.2023 Informationssystemtechnik.pdf,1231_20.07.2023 Informationssystemtechnik.pdf,473,...B 18 Elektrotechnik und Informationstechnik (PO ) Modulhandbuch FB 18 Stand: 02.03.2023 Modulhandbuch: Gesamtkata...,True,
./PDF-files/Informationssystemtechnik/1232_20.07.2023 Informationssystemtechnik.pdf,1232_20.07.2023 Informationssystemtechnik.pdf,473,...B 18 Elektrotechnik und Informationstechnik (PO ) Modulhandbuch FB 18 Stand: 02.03.2023 Modulhandbuch: Gesamtkata...,True,
./PDF-files/Materialwissenschaft/1182_19.07.2023 Chemie.pdf,1182_19.07.2023 Chemie.pdf,37,...Modulhandbuch für den  Studiengang:  Chemie im Master - Studien...,True,
./PDF-files/Materialwissenschaft/1210_19.07.2023 Polymer Science.pdf,1210_19.07.2023 Polymer Science.pdf,28,...Masterstudiengang       Polymer Science         Modulhandbuch                             Polymeradditive in ei...,True,
./PDF-files/Materialwissenschaft/1156_18.07.2023 Materialwissenschaften und Bionik.pdf,1156_18.07.2023 Materialwissenschaften und Bionik.pdf,118,...MODULHANDBUCH                BACHELORSTUDIENGANG   MATERIALDESI...,True,
./PDF-files/Materialwissenschaft/1172_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,1172_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,104,"...kademie Freiberg  Nr. 17, Heft 2 vom 25. Mai 2022 Modulhandbuch  für den  Masterstudiengang Materialwissenschaft...",True,
./PDF-files/Materialwissenschaft/816_28.06.2023 Holzingenieurwesen.pdf,816_28.06.2023 Holzingenieurwesen.pdf,61,...Seite      - 1 –      Modulhandbuch Bachelorstudiengang Holzingenieurwesen PO 2018...,True,
./PDF-files/Materialwissenschaft/1188_19.07.2023 Energie und Materialphysik.pdf,1188_19.07.2023 Energie und Materialphysik.pdf,93,...Modulhandbuch des   Masterstudiengang s  Energie und Materialph...,True,
./PDF-files/Materialwissenschaft/1142_18.07.2023 Angewandte Oberflächen- und Materialwissenschaften.pdf,1142_18.07.2023 Angewandte Oberflächen- und Materialwissenschaften.pdf,38,...Modulhandbuch      für den    Master  - Studiengang   Angewandt...,True,
./PDF-files/Materialwissenschaft/2264_26.09.2023 Computational Materials Science.pdf,2264_26.09.2023 Computational Materials Science.pdf,42,"...Freiberg  Nr. 18, Heft 2 vom 04. Mai 2023        Modulhandbuch  für den  Masterstudiengang  Computational Materi...",True,
./PDF-files/Materialwissenschaft/1144_18.07.2023 Materialwissenschaft.pdf,1144_18.07.2023 Materialwissenschaft.pdf,105,...elor-Studiengang  Materialwissenschaft   PO 2021  Modulhandbuch  Gültig ab Wintersemester 2021/22  Ergänzend  zu...,True,
./PDF-files/Materialwissenschaft/1213_19.07.2023 Sportingenieurwesen.pdf,1213_19.07.2023 Sportingenieurwesen.pdf,73,...B.Sc . Sportingenieurwesen   Modulhandbuch   vom 16.10. 2019         i Inhaltsverzeichnis...,True,
"./PDF-files/Materialwissenschaft/2223_24.09.2023 Additive Fertigung _Technologie, Material, Design.pdf","2223_24.09.2023 Additive Fertigung _Technologie, Material, Design.pdf",76,"...e Freiberg  Nr. 39, Heft 2 vom 16. September 2021 Modulhandbuch  für den  Bachelorstudiengang Additive Fertigung...",True,
./PDF-files/Materialwissenschaft/1171_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,1171_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,193,"...kademie Freiberg  Nr. 15, Heft 2 vom 25. Mai 2022 Modulhandbuch  für den  Diplomstudiengang Materialwissenschaft...",True,
./PDF-files/Materialwissenschaft/1146_18.07.2023 Materialwissenschaft.pdf,1146_18.07.2023 Materialwissenschaft.pdf,40,...Methoden I   7 CP   Mathema�cal Methods I   Pﬂichtmodul  FB 07 / Physik / Ins�tut für Theore�sche Physik   1. Fa...,True,
./PDF-files/Materialwissenschaft/1207_19.07.2023 Physik.pdf,1207_19.07.2023 Physik.pdf,260,...Modulkatalog Master of Science - 128 Physik - PO-Version 2016...,True,
./PDF-files/Materialwissenschaft/1178_19.07.2023 Bio-Materials Engineering.pdf,1178_19.07.2023 Bio-Materials Engineering.pdf,138,...diengang   Bio-Mater ials Engineering   (B.Sc.)   Modulhandbuch / Module Handbook    Stand: 30.03.2023      (Star...,True,
./PDF-files/Materialwissenschaft/822_29.06.2023 Holztechnik.pdf,822_29.06.2023 Holztechnik.pdf,26,...Modulhandbuch   Titel des Moduls:     Angewandte Mathematik und...,True,
./PDF-files/Materialwissenschaft/1200_19.07.2023 Materials Science and Engineering.pdf,1200_19.07.2023 Materials Science and Engineering.pdf,270,...University of Augsburg Module Catalogue Master Materials Science and Engineering Facult...,True,
./PDF-files/Materialwissenschaft/1169_19.07.2023 Materialwissenschaft und Werkstofftechnik_Materials Science and Engineering.pdf,1169_19.07.2023 Materialwissenschaft und Werkstofftechnik_Materials Science and Engineering.pdf,215,...Materialwissenschaft und   Werkstofftechnik     Modulhandbuch     Stand: 18.01.2020        Seite 1 von 214   In...,True,
./PDF-files/Materialwissenschaft/1170_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,1170_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,111,"...kademie Freiberg  Nr. 16, Heft 2 vom 25. Mai 2022 Modulhandbuch  für den  Bachelorstudiengang Materialwissenschaf...",True,
./PDF-files/Informatik/1322_25.07.2023 Ingenieurinformatik.pdf,1322_25.07.2023 Ingenieurinformatik.pdf,242,"...Universität Augsburg Modulhandbuch M.Sc. Ingenieurinformatik, PO 2016 Fakultät für A...",True,
./PDF-files/Informatik/2372_27.07.2024 Artificial Intelligence and Machine Learning.pdf,2372_27.07.2024 Artificial Intelligence and Machine Learning.pdf,150,...Modulhandbuch M. Sc. Artificial Intelligence and Machine Learni...,True,
./PDF-files/Informatik/1318_25.07.2023 Informatik.pdf,1318_25.07.2023 Informatik.pdf,138,...Modulhandbuch für den Studiengang Master Informatik 2019 Fassun...,True,
./PDF-files/Informatik/1323_25.07.2023 Ingenieurinformatik.PDF,1323_25.07.2023 Ingenieurinformatik.PDF,799,...Modulhandbuch Studiengang Ingenieurinformatik Modulhandbuch Fak...,True,
./PDF-files/Informatik/1317_25.07.2023 Informatik__.pdf,1317_25.07.2023 Informatik__.pdf,133,...Modulhandbuch für den Studiengang Bachelor Informatik 2019 Fass...,True,
./PDF-files/Informatik/1334_26.07.2023 Software Engineering for Embedded Systems.pdf,1334_26.07.2023 Software Engineering for Embedded Systems.pdf,36,...Module Handbook Software Engineering for  Embedded Systems Master...,True,
./PDF-files/Informatik/1937_31.08.2023 Automatisierungstechnik und Produktionsinformatik.pdf,1937_31.08.2023 Automatisierungstechnik und Produktionsinformatik.pdf,92,...---------- -----------    S. 1                    Modulhandbuch     für   den Studiengang    Automatisierungstech...,True,
./PDF-files/Informatik/1333_26.07.2023 Software Engineering.pdf,1333_26.07.2023 Software Engineering.pdf,183,...Modulhandbuch Studiengang Software Engineering Modulhandbuch Fa...,True,
./PDF-files/Stadtplanung/1110_17.07.2023 Raumplanung.pdf,1110_17.07.2023 Raumplanung.pdf,32,...(WP)  Wahlpflichtfach   VS Vorlesungsseminar    Modulübersicht Bachelor Raumplanung   Modul  Modultitel   1 Einf...,True,
./PDF-files/Stadtplanung/1083_14.07.2023 Stadtplanung.pdf,1083_14.07.2023 Stadtplanung.pdf,75,"...Modulhandbuch Stadtplanung, Bachelor Stand: 05.05.2022 Inhaltsv...",True,
./PDF-files/Stadtplanung/1085_14.07.2023 Stadtplanung.pdf,1085_14.07.2023 Stadtplanung.pdf,198,...le für Wirtschaft und Umwelt Nürtingen-Geislingen Modulhandbuch Stadtplanung Bachelor Stand: Wintersemester 2016/...,True,
./PDF-files/Stadtplanung/1079_14.07.2023 Stadtplanung.pdf,1079_14.07.2023 Stadtplanung.pdf,118,...Modulhandbuch   des Bachelor -Studiengang s    Stadtplanung...,True,
./PDF-files/Stadtplanung/1135_17.07.2023 Verkehrssystemmanagement.pdf,1135_17.07.2023 Verkehrssystemmanagement.pdf,116,...Modulhandbuch für den   Bachelorstudiengang     Verkehrssystemm...,True,
./PDF-files/Stadtplanung/1094_14.07.2023 Bauingenieurwesen.pdf,1094_14.07.2023 Bauingenieurwesen.pdf,219,...Modulhandbuch    Beschreibung des Studiengangs  Bauingenieurwes...,True,
./PDF-files/Stadtplanung/1127_17.07.2023 Urban Design Stadt - Land - Entwerfen.pdf,1127_17.07.2023 Urban Design Stadt - Land - Entwerfen.pdf,37,...Modulhandbuch   Bachelorstudiengang Urban Design   (B.Sc .)...,True,
./PDF-files/Stadtplanung/1121_17.07.2023 Stadt- und Regionalmanagement.pdf,1121_17.07.2023 Stadt- und Regionalmanagement.pdf,53,...r   www.ostfalia.de            Stand: 25.05.2020  Modulkatalog   Bach elorstudiengang  (B.A.)   Stadt - und Regi...,True,
./PDF-files/Stadtplanung/1136_17.07.2023 Wirtschaftsingenieurwesen_Bauingenieurwesen.pdf,1136_17.07.2023 Wirtschaftsingenieurwesen_Bauingenieurwesen.pdf,147,...Modulhandbuch    Beschreibung des Studiengangs  Wirtschaftsinge...,True,
./PDF-files/Stadtplanung/1096_14.07.2023 Civic Design  Architektur mit Schwerpunkt Städtebau.pdf,1096_14.07.2023 Civic Design  Architektur mit Schwerpunkt Städtebau.pdf,37,...chbereiche Architektur / Faculty of Achitecture   Modulhandbuch Seite 1 / 37 MASTERSTUDIENGANG  CIVIC DES IGN - A...,True,
./PDF-files/Stadtplanung/1129_17.07.2023 Urbanistik.pdf,1129_17.07.2023 Urbanistik.pdf,38,...Bachelor  Urbanisti k  Modulkatalog  gültig ab Matrikel 2021   Studienplan Bachelor U...,True,
./PDF-files/Stadtplanung/1115_17.07.2023 Smart City Engineering.pdf,1115_17.07.2023 Smart City Engineering.pdf,52,...– Studiengang Smart City Engineering (SCE) 2020   Modulhandbuch – Smart City Engineering (SCE) (BPO 2020) Ostfali...,True,
./PDF-files/Stadtplanung/1099_14.07.2023 Geographie.pdf,1099_14.07.2023 Geographie.pdf,44,...Modulhandbuch Geographie (B.Sc.)  PO ab WiSe 2020/21   Stand:07...,True,
./PDF-files/Stadtplanung/1114_17.07.2023 Regionalwissenschaft Regionalplanung.pdf,1114_17.07.2023 Regionalwissenschaft Regionalplanung.pdf,97,...Modulhandbuch für den Masterstudiengang Regionalwissenschaft/Ra...,True,
./PDF-files/Systems Engineering/1287_24.07.2023 Systems Engineering.pdf,1287_24.07.2023 Systems Engineering.pdf,34,,True,
./PDF-files/Systems Engineering/1267_21.07.2023 Mechatronik_Systems Engineering.pdf,1267_21.07.2023 Mechatronik_Systems Engineering.pdf,45,...System- bzw. Komponentenlevel ergibt sich aus dem Modulhandbuch des zugehörigen  Masterstudiengangs. Die zugehöri...,True,
./PDF-files/Systems Engineering/1304_25.07.2023 Computer Engineering.pdf,1304_25.07.2023 Computer Engineering.pdf,286,...Modulhandbuch Wintersemester 2023 312 Computer Engineering   IN...,True,
./PDF-files/Systems Engineering/2131_19.09.2023 Systemtechnik.pdf,2131_19.09.2023 Systemtechnik.pdf,128,...Modulhandbuch für den berufsbegleitenden Bachelorstudiengang Sy...,True,
./PDF-files/Systems Engineering/1262_21.07.2023 Intelligent Systems Engineering.pdf,1262_21.07.2023 Intelligent Systems Engineering.pdf,286,...Modulhandbuch für den Bachelorstudiengang Intelligent Systems E...,True,
./PDF-files/Systems Engineering/1298_24.07.2023 Systems Engineering und Management.pdf,1298_24.07.2023 Systems Engineering und Management.pdf,45,...Modulhandbuch des Studiengangs Systems Engineering und Manageme...,True,
./PDF-files/Systems Engineering/1310_25.07.2023 Electronics Engineering.pdf,1310_25.07.2023 Electronics Engineering.pdf,62,...emen >>Electronics Engineering M.Sc. << „Teil E - Modulhandbuch“ >>MScEE<< Modulhandbuch   Inhalt 1.1  Material S...,True,
./PDF-files/Systems Engineering/1301_25.07.2023 Autonomous Systems.pdf,1301_25.07.2023 Autonomous Systems.pdf,48,...Module handbook for the study program Master of Science in Autono...,True,
./PDF-files/Systems Engineering/1286_24.07.2023 Systems Engineering.pdf,1286_24.07.2023 Systems Engineering.pdf,29,...Modulhandbuch Master Studiengang Systems Engineering (MSE) Hoch...,True,
