filepath,status,reason,score,matched_groups,matched_group_count
./PDF-files/Wirtschaftsingenieurwesen/182_15-05-2023 Technisches Management und Marketing.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/15_29-04-2023 Internationales Wirtschaftsingenieurwesen.pdf,scanned,,0.8,content;credits_workload;learning_outcomes;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/38_03-05-2023 Data and Information Science.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/580_15.06.2023 Wirtschaftsingenieur Logistik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/85_08-05-2023 Facility and Process Design.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/944_07.07.2023 Wirtschaftsingenieurwesen Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/402_01.06.2023 Wirtschaftsingenieurwesen – Digital Business.pdf,scanned,,0.8,assessment;content;learning_outcomes;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/143_11-05-2023 Nachhaltige Entwicklung.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/186_15-05-2023 Transportwesen  Logistik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/76_05-05-2023 Bau- und Immobilienmanagement  Facilities Management.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/63_05-05-2023 Energiewirtschaft und Energiemanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/188_15-05-2023 Verkehrswirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/395_30.05.2023 Wirtschaftsingenieurwesen_Berufsbegleitendes Studienprogramm der Graduate School Ostwürttemberg.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/142_11-05-2023 Mobilität und Logistik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/438_05.06.2023 Wirtschaftsingenieurwesen - Energiemanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/389_30.05.2023 Wirtschaftsingenieurwesen Bauwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/530_12.06.2023 Wirtschaftsingenieurwesen Recklinghausen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/249_19.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/56_04-05-2023 E-Commerce Studiengangflyer.pdf,scanned,,0.8,assessment;content;learning_outcomes;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/370_27.05.2023 Wirtschaftsingenieurwesen (3-semestrig).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/71_05-05-2023 Automotive Engineering & Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/310_23.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/120_09-05-2023 Internationales Technisches Vertriebsmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/160_12-05-2023 Smart Building Engineering and Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/158_12-05-2023 Service Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/554_13.06.2023 Wirtschaftsingenieurwesen Werkstoff- und Prozesstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/26_02-05-2023 Management betrieblicher Systeme.pdf,scanned,,0.6,assessment;credits_workload;modul_title,3
./PDF-files/Wirtschaftsingenieurwesen/81_08-05-2023 Entrepreneurship and Digital Transformation.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/30_03-05-2023 Automobiltechnologie - Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/356_26.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/116_09-05-2023 Internationaler Studiengang Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/164_12-05-2023 Sustainabity and Smart Building.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/379_29.05.2023 Wirtschaftsingenieurwesen Bau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/13_29-04-2023 Internationaler Studiengang Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/121_10-05-2023 INTERNATIONALES WIRTSCHAFTSINGENIEURWESEN.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/181_15-05-2023 Technisches Innovationsund Produktmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/147_11-05-2023 Operations Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/9_29-04-2023 Engineering and Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/47_04-05-2023 DIGITAL BUSINESS MANAGEMENT & ENGINEERING.pdf,scanned,,0.6,assessment;learning_outcomes;modul_title,3
./PDF-files/Wirtschaftsingenieurwesen/434_04.06.2023 Wirtschaftsingenieurwesen Elektro- und Informationstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/507_09.06.2023 Wirtschaftsingenieurwesen - Maschinenbau _berufsbegleitendes Verbundstudium.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/354_26.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/209_16-05-2023 Wirtschaftsingenieur Maschinenbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/187_15-05-2023 Ingenieur- und Naturwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/223_17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/352_26.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,0.8,assessment;content;learning_outcomes;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/942_07.07.2023 Wirtschaftsingenieurwesen Bau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/214_16-05-2023 Wirtschaftsingenieur Maschinenbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/175_12-05-2023 Technical Entrepreneurship and Innovation.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/577_14.06.2023 Technologiemanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/40_04-05-2023 Digital Technology & Consulting.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/330_24.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/251_19.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/313_24.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/539_12.06.2023 Wirtschaftsingenieurwesen - technische Fachrichtung Elektrotechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/575_14.06.2023 Technik & Unternehmensmanagement_berufsbegleitender weiterbildender Verbundstudiengang.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/346_26.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/222_17-05-2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/203_16-05-2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/277_21.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/98_08-05-2023 Industrial Engineering & Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/125_10-05-2023 Logistics Engineering and Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/443_05.06.2023 Wirtschaftsingenieurwesen Energiesysteme mit Erneuerbaren Energien.pdf,scanned,,0.8,assessment;content;learning_outcomes;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/274_21.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,0.8,assessment;content;learning_outcomes;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/381_29.05.2023 Wirtschaftsingenieurwesen-Bau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/234_17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/4_27-4-2023 Energiewirtschaftsingenieurwesen (Ma.Eng.).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/413_01.06.2023 Wirtschaftsingenieurwesen dual praxisintegrierend.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/197_15-05-2023 Wirtschaftsinformatik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/241_19.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/299_23.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/286_23.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/92_08-05-2023 Industrial Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/465_06.06.2023 Wirtschaftsingenieurwesen - Industrial Engineering and Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/495_08.06.2023 Wirtschaftsingenieurwesen Maschinenbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/384_29.05.2023 Wirtschaftsingenieurwesen Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/329_24.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/467_06.06.2023 Wirtschaftsingenieurwesen (Industrie).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/152_11-05-2023 Produktion und Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/226_17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/240_17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/161_12-05-2023 Smart Factory.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/278_21.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/453_06.06.2023 Wirtschaftsingenieurwesen - Fachrichtung Logistik und Mobilität.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/312_24.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/421_03.06.2023 Wirtschaftsingenieurwesen Elektrotechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/227_17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/68_05-05-2023 Applied Research in Engineering Sciences.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/253_19.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/362_27.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1831_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1830_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2082_18.09.2023  Mechatronics.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Mechatronik/1896_25.08.2023 Mechatronik_Feinwerktechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1897_25.08.2023 Mechatronik kompakt durch Anrechnung _MekA.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1838_23.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2123_19.09.2023 Smart Vehicle Systems.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1867_24.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1876_25.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1958_05.09.2023 Digitale Systeme.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Mechatronik/2037_14.09.2023 Ingenieurpädagogik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1780_21.08.2023 Automatisierung_Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2008_12.09.2023 Fahrzeugtechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1898_28.08.2023 Mechatronik - Kooperative Ingenieurausbildung.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2009_12.09.2023 Fahrzeugtechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1839_23.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1833_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1947_31.08.2023 Bionics.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Mechatronik/1918_28.08.2023 Mechatronik und Robotik kooperativ.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1792_21.08.2023 Fahrzeugmechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1852_24.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1881_25.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1845_23.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1905_28.08.2023 Mechatronik - Serviceingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1851_24.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1922_28.08.2023 Robotik (Mechatronik).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2136_19.09.2023 Technische Kybernetik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2121_19.09.2023 Sensorsystemtechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1942_31.08.2023 Autonome Systeme und Robotik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2099_18.09.2023 Medizintechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1841_23.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1913_28.08.2023 Mechatronik und Informationstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2122_19.09.2023 Simulation und Test.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Mechatronik/1810_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1866_24.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1945_31.08.2023 Biomechanik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1901_28.08.2023 MechatronikPlus - Kooperationsmodell mit Facharbeiterbrief.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2077_15.09.2023 Mechanical and Process Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1800_21.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Mechatronik/1906_28.08.2023 Mechatronik, Teilzeit.pdf",scanned,,0.8,content;credits_workload;learning_outcomes;modul_title,4
./PDF-files/Mechatronik/1835_22.08.2023 Mechatronik.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Mechatronik/1821_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1807_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2124_19.09.2023 Smart Vehicle Systems im Praxisverbund.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1874_25.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1952_05.09.2023 Connected Lighting (berufsbegleitendes Verbundstudium).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1802_21.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2089_18.09.2023 Mechatronische Systeme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1921_28.08.2023 Nachhaltigkeitstechnologien (Mechatronik).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2104_18.09.2023 Optical Engineering Laser Optik-Technologie.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1875_25.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2096_18.09.2023 Mechatronische und cyberphysische Systeme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1883_25.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1809_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2025_14.09.2023 Industrial Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1818_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1872_25.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Mechatronik/1893_25.08.2023 Mechatronik, Dual.pdf",scanned,,0.8,content;credits_workload;learning_outcomes;modul_title,4
./PDF-files/Mechatronik/2138_19.09.2023 Technische Kybernetik und Systemtheorie.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1885_25.08.2023 Mechatronik_Automatisierung.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1892_25.08.2023 Mechatronik dual.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1938_31.08.2023 Automatisierungstechnik und Robotik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1929_29.08.2023 Applied Research in Engineering Sciences.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2024_14.09.2023 Humanoide Robotik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1878_25.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1864_24.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2103_18.09.2023 Micro- and Nanoengineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2106_18.09.2023 Patentingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1903_28.08.2023 Mechatronik – Robotik und Automatisierung.pdf,scanned,,0.6,assessment;content;modul_title,3
./PDF-files/Mechatronik/1853_24.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2137_19.09.2023 Technische Kybernetik und Systemtheorie.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2085_18.09.2023 Mechatronics and Robotics.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Mechatronik/2012_12.09.2023 Fahrzeugtechnik_Lehramt.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1816_22.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1844_23.08.2023 Mechatronik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2133_19.09.2023 Technik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/1915_28.08.2023 Mechatronik und Robotik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Mechatronik/2116_18.09.2023 Robotik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
