filepath,status,reason,score,matched_groups,matched_group_count
./PDF-files/Bauingenieurwesen/859_04.07.2023 Konstruktiver Ingenieurbau Baumanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/772_27.06.2023 Bau- und Umweltingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/837_29.06.2023 Infrastruktursysteme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/655_20.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/864_05.07.2023 Management und Engineering im Bauwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/647_20.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/714_24.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/894_05.07.2023 Smart Building Engineering mit Praxissemester.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/953_07.07.2023 Zukunftssicher Bauen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/891_05.07.2023 Siedlungswasserwirtschaft.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/858_04.07.2023 Konstruktiver Ingenieurbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/869_05.07.2023 Mobilitätsmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/718_24.06.2023 Bauingenieurwesen.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Bauingenieurwesen/922_06.07.2023 Verkehrsinfrastrukturmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/684_21.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/659_20.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/599_16.06.2023 Bauinformationstechnologie.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/838_04.07.2023 Infrastruktursysteme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/706_22.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/841_04.07.2023 Infrastrukur und Umwelt.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/744_25.06.2023 Bauingenieurwesen mit Praxissemester.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/757_26.06.2023 Baumanagement.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Bauingenieurwesen/630_19.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/590_15.06.2023 Architektur.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/589_15.06.2023 Architektur.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/699_22.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/663_21.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/842_04.07.2023 Ingenieurpädagogik.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Bauingenieurwesen/619_18.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/686_22.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Bauingenieurwesen/807_28.06.2023 Geotechnik und Angewandte Geologie, Bau- und Umweltgeotechnik.pdf",scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/779_27.06.2023 Civil Systems Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/750_26.06.2023 Bauingenieurwesen_Trinational.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/653_20.06.2023 Bauingenieurwesen.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Bauingenieurwesen/631_19.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/856_04.07.2023 Klimagerechtes Bauen und Betreiben.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/681_21.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/629_19.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/632_19.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/896_06.07.2023 Staedtebauliche_Innenentwicklung.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/720_24.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/688_22.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/605_16.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/708_24.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/902_06.07.2023 Technisches Immobilienmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/696_22.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/697_22.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/754_26.06.2023 Bauingenieurwesen und Umweltwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/687_22.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Bauingenieurwesen/872_05.07.2023 Mobilität, Verkehr und Infrastruktur.pdf",scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/726_24.06.2023 Bauingenieurwesen  Bauen im Bestand.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Bauingenieurwesen/747_25.06.2023 Bauingenieurwesen - Planen, Bauen, Betreiben.pdf",scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/683_21.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/733_24.06.2023 Bauingenieurwesen Dual.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/753_26.06.2023 Bauingenieurwesen und Umweltwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/892_05.07.2023 Smart Building Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/730_24.06.2023 Bauingenieurwesen dual.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/765_27.06.2023 Baurecht im Lebenszyklus von Bauwerken.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/669_21.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/624_18.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/758_26.06.2023 Baumanagement und Baubetrieb.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/767_27.06.2023 Baurecht und Bauwirtschaft.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/679_21.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/670_21.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/776_27.06.2023 Betriebswirtschaftslehre  Business Administration.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/662_20.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/597_16.06.2023 Bauen und Umwelt Infrastruktur.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/740_25.06.2023 Bauingenieurwesen - Kooperative Ingenieurausbildung.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/610_16.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/713_24.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/633_19.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/593_16.06.2023_Bahnverkehr_Mobilitaet_und_Logistik.pdf,scanned,,0.8,assessment;credits_workload;learning_outcomes;modul_title,4
./PDF-files/Bauingenieurwesen/771_27.06.2023 Bau- und Immobilienmanagement Facilities Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/693_22.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/857_04.07.2023 Konstruktiver Hoch- und Ingenieurbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/752_26.06.2023 Bauingenieurwesen und Umweltingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Bauingenieurwesen/587_15.06.2023 Air Quality Control, Solid Waste and Waste Water Process Engineering_WASTE.pdf",scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/682_21.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/845_04.07.2023 Innenausbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/893_05.07.2023 Smart Building Engineering mit Auslandssemester.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/799_28.06.2023 Funktionaler und konstruktiver Ingenieurbau - Engineering Structures.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/836_29.06.2023 Infrastrukturmanagement - Wasser und Verkehr.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/780_27.06.2023 Computational Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/803_28.06.2023 Geoenvironmental Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/903_06.07.2023 Technologie und Management im Baubetrieb.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/618_18.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/749_26.06.2023 Bauingenieurwesen (Trinational).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Bauingenieurwesen/711_24.06.2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1345_26.07.2023 Energietechnik und Erneuerbare Energien.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1394_28.07.2023 Energietechnik und Ressourcenoptimierung.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2213_23.09.2023 Nachhaltige Rohstoff- und Energieversorgung.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2163_20.09.2023 Energieprozesstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2172_21.09.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1401_28.07.2023 Energie- und Umwelttechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1407_28.07.2023 Energie- und Verfahrenstechnik.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Energietechnik/2196_21.09.2023 Environment and Energy.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2161_20.09.2023 Energiemanagement und Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1728_18.08.2023 Process Engineering and Energy Technology.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1397_28.07.2023 Energie- und Gebäudetechnologie.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2219_24.09.2023 Umweltorientierte Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2199_22.09.2023 Geo-Energy Systems.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2183_21.09.2023 Energietechnik - Regenerative und Effiziente Energiesysteme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2221_24.09.2023 Wasserstoff- und Brennstoffzellentechnologie _Berufsbegleitendes Studienprogramm des Graduate Campus Hochschule Aalen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/974_09.07.2023 Energie- und Gebäudetechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/971_09.07.2023 Energietechnik und Ressourcenoptimierung.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1392_28.07.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1395_28.07.2023 Energie- und Gebäudetechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1391_28.07.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2220_24.09.2023 Umwelt- und Energieprozesstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1402_28.07.2023 Energie- und Umwelttechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2165_20.09.2023 Energiesysteme Teilzeit.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2189_21.09.2023 Energie- und Umwelttechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2159_20.09.2023 Energie- Betriebsmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2173_21.09.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2170_21.09.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2180_21.09.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1389_28.07.2023 Energieprozesstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2168_20.09.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2204_23.09.2023 Integrierte Managementsysteme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/976_21.09.2023 Energie- und Gebäudetechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2214_23.09.2023 Nuclear Applications.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2174_21.09.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2215_24.09.2023 Photovoltaics Engineering Science.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Energietechnik/979_10.07.2023 Energie- und Prozesstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2375_29.07.2024 Digitalized Energy Systems.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2145_20.09.2023 Dezentrale Energiesysteme und Energieeffizienz.pdf,scanned,,0.0,,0
"./PDF-files/Energietechnik/966_09.07.2023 Energie-, Gebäude- und Umwelttechnik.pdf",scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/975_10.07.2023 Energie- und Gebäudetechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Energietechnik/1393_28.07.2023 Energietechnik, Energieeffizienz und Klimaschutz.pdf",scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/1398_28.07.2023 Energie- und Prozesstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2195_21.09.2023 Energy Science and Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2167_20.09.2023 Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Energietechnik/2164_20.09.2023 Energiesysteme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Informationssystemtechnik/1235_20.07.2023 Informationssystemtechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Informationssystemtechnik/1231_20.07.2023 Informationssystemtechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Informationssystemtechnik/1232_20.07.2023 Informationssystemtechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Informationssystemtechnik/1234_20.07.2023 Informationssystemtechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Informationssystemtechnik/1233_20.07.2023 Informationssystemtechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1155_18.07.2023 Materialwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1176_19.07.2023 Applied Natural Sciences.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1202_19.07.2023 Medizintechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1182_19.07.2023 Chemie.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1210_19.07.2023 Polymer Science.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1161_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1199_19.07.2023 Materials Science and Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1208_19.07.2023 Physik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1177_19.07.2023 Bachelor Plus MINT.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1187_19.07.2023 Energie und Materialphysik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1160_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1137_18.07.2023 Angewandte Materialwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1156_18.07.2023 Materialwissenschaften und Bionik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1172_19.07.2023 Materialwissenschaft und Werkstofftechnologie.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/816_28.06.2023 Holzingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1188_19.07.2023 Energie und Materialphysik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1142_18.07.2023 Angewandte Oberflächen- und Materialwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1147_18.07.2023 Materialwissenschaft.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/2264_26.09.2023 Computational Materials Science.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1201_19.07.2023 Materials Science and Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1145_18.07.2023 Materialwissenschaft.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1158_18.07.2023 Materialwissenschaft und Maschinenbau_ATLANTIS.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1144_18.07.2023 Materialwissenschaft.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1166_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1174_19.07.2023 Wirtschaftsingenieurwesen - technische Fachrichtung Materialwissenschaft.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1213_19.07.2023 Sportingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/821_29.06.2023 Holztechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1185_19.07.2023 Computational Engineering Science.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1168_19.07.2023 Materialwissenschaft und Werkstofftechnik_Materials Science and Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1141_18.07.2023 Angewandte Oberflächen- und Materialwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1165_18.07.2023 Materialwissenschaft und Werkstofftechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1180_19.07.2023 Biomedizinische Wissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1189_19.07.2023 Geomaterials and Geochemistry.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1209_19.07.2023 Polymerchemie und Prozessanalytik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Materialwissenschaft/1179_19.07.2023 Biomedical Sciences.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Materialwissenschaft/1214_19.07.2023 Werkstoffwissenschaft.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
