total_documents,only_sustainability,only_entrepreneurship,both_categories,neither,count_sustainability,count_nachhaltigkeit,count_entrepreneurship,count_unternehmertum,count_handlungsorientiert,pct_only_sustainability,pct_only_entrepreneurship,pct_both,pct_neither
1262,537,69,213,443,289,696,216,52,72,0.4255150554675119,0.05467511885895404,0.1687797147385103,0.3510301109350238
