filepath,filename,page_count,keyword_context,is_handbook,error
./PDF-files/Maschinenbau/2322_28.09.2023 Ingenieurpädagogik Maschinenbau - Automatisierungstechnik.pdf,2322_28.09.2023 Ingenieurpädagogik Maschinenbau - Automatisierungstechnik.pdf,69,,False,
./PDF-files/Maschinenbau/2345_29.09.2023 Konstruktionstechnik und Produktentwicklung im Maschinenbau.pdf,2345_29.09.2023 Konstruktionstechnik und Produktentwicklung im Maschinenbau.pdf,140,,False,
./PDF-files/Maschinenbau/1433_01.08.2023 Maschinenbau.pdf,1433_01.08.2023 Maschinenbau.pdf,83,,False,
./PDF-files/Maschinenbau/1697_17.08.2023 Maschinenbau.pdf,1697_17.08.2023 Maschinenbau.pdf,923,,False,
./PDF-files/Maschinenbau/2238_24.09.2023 Applied Research in Engineering Sciences.pdf,2238_24.09.2023 Applied Research in Engineering Sciences.pdf,26,,False,
./PDF-files/Maschinenbau/2242_25.09.2023 Automobilentwicklung.pdf,2242_25.09.2023 Automobilentwicklung.pdf,44,,False,
./PDF-files/Maschinenbau/1683_16.08.2023 Maschinenbau.pdf,1683_16.08.2023 Maschinenbau.pdf,478,,False,
./PDF-files/Maschinenbau/2051_15.09.2023 Maschinenbau.pdf,2051_15.09.2023 Maschinenbau.pdf,42,,False,
./PDF-files/Maschinenbau/2344_29.09.2023 Konstruktionstechnik.pdf,2344_29.09.2023 Konstruktionstechnik.pdf,107,,False,
./PDF-files/Maschinenbau/2367_30.09.2023 Maschinenbau.pdf,2367_30.09.2023 Maschinenbau.pdf,197,,False,
./PDF-files/Maschinenbau/1571_11.08.2023 Allgemeiner Maschinenbau.pdf,1571_11.08.2023 Allgemeiner Maschinenbau.pdf,105,,False,
./PDF-files/Maschinenbau/1693_16.08.2023 Maschinenbau.pdf,1693_16.08.2023 Maschinenbau.pdf,73,,False,
./PDF-files/Maschinenbau/2287_26.09.2023 Energie-Ingenieurwesen.pdf,2287_26.09.2023 Energie-Ingenieurwesen.pdf,69,,False,
./PDF-files/Maschinenbau/2250_25.09.2023 Automotive Systems.pdf,2250_25.09.2023 Automotive Systems.pdf,37,,False,
./PDF-files/Maschinenbau/2240_25.09.2023 Automatisierungstechnik.pdf,2240_25.09.2023 Automatisierungstechnik.pdf,1820,,False,
./PDF-files/Maschinenbau/2253_25.09.2023 Berechnung und Simulation im Maschinenbau.pdf,2253_25.09.2023 Berechnung und Simulation im Maschinenbau.pdf,140,,False,
./PDF-files/Maschinenbau/2271_26.09.2023 Cyber Security.pdf,2271_26.09.2023 Cyber Security.pdf,47,,False,
./PDF-files/Maschinenbau/1796_21.08.2023 Maschinenbau Mechatronik.pdf,1796_21.08.2023 Maschinenbau Mechatronik.pdf,73,,False,
"./PDF-files/Maschinenbau/2299_28.09.2023 Fahrzeugentwicklung, Energietechnik und Produktionsplanung.pdf","2299_28.09.2023 Fahrzeugentwicklung, Energietechnik und Produktionsplanung.pdf",153,,False,
./PDF-files/Maschinenbau/1020_11.07.2023 Ingenieurpädagogik Versorgungstechnik - Maschinenbau.pdf,1020_11.07.2023 Ingenieurpädagogik Versorgungstechnik - Maschinenbau.pdf,57,,False,
./PDF-files/Maschinenbau/2342_29.09.2023 International Production Engineering and Management.pdf,2342_29.09.2023 International Production Engineering and Management.pdf,271,,False,
./PDF-files/Maschinenbau/2263_26.09.2023 Computational Engineering Science (Informationstechnik im Maschinenwesen).pdf,2263_26.09.2023 Computational Engineering Science (Informationstechnik im Maschinenwesen).pdf,501,,False,
./PDF-files/Maschinenbau/2255_25.09.2023 Berufsbegleitendes Ingenieurstudium Maschinenbau.pdf,2255_25.09.2023 Berufsbegleitendes Ingenieurstudium Maschinenbau.pdf,100,,False,
./PDF-files/Maschinenbau/2070_15.09.2023 Maschinenbau Master berufsbegleitend.pdf,2070_15.09.2023 Maschinenbau Master berufsbegleitend.pdf,35,,False,
./PDF-files/Maschinenbau/2273_26.09.2023 Design and Development in Automotive and Mechanical Engineering.pdf,2273_26.09.2023 Design and Development in Automotive and Mechanical Engineering.pdf,28,,False,
./PDF-files/Maschinenbau/2063_15.09.2023 Maschinenbau.pdf,2063_15.09.2023 Maschinenbau.pdf,162,,False,
./PDF-files/Maschinenbau/2335_29.09.2023 Integrierte Technologie- und Systementwicklung (Teilzeit).pdf,2335_29.09.2023 Integrierte Technologie- und Systementwicklung (Teilzeit).pdf,30,,False,
./PDF-files/Maschinenbau/1437_01.08.2023 Maschinenbau dual praxisintegrierend.pdf,1437_01.08.2023 Maschinenbau dual praxisintegrierend.pdf,59,,False,
./PDF-files/Maschinenbau/1432_01.08.2023 Maschinenbau.pdf,1432_01.08.2023 Maschinenbau.pdf,465,,False,
./PDF-files/Maschinenbau/2069_15.09.2023 Maschinenbau (Kooperativer Studiengang).pdf,2069_15.09.2023 Maschinenbau (Kooperativer Studiengang).pdf,109,,False,
./PDF-files/Maschinenbau/2066_15.09.2023 Maschinenbau.pdf,2066_15.09.2023 Maschinenbau.pdf,169,,False,
./PDF-files/Maschinenbau/1358_27.07.2023 Maschinenbau - Erneuerbare Energien.pdf,1358_27.07.2023 Maschinenbau - Erneuerbare Energien.pdf,26,,False,
./PDF-files/Maschinenbau/2248_25.09.2023 Automotive Production Engineering.pdf,2248_25.09.2023 Automotive Production Engineering.pdf,75,,False,
./PDF-files/Maschinenbau/2230_24.09.2023 Allgemeiner Maschinenbau.pdf,2230_24.09.2023 Allgemeiner Maschinenbau.pdf,935,,False,
./PDF-files/Maschinenbau/2064_15.09.2023 Maschinenbau.pdf,2064_15.09.2023 Maschinenbau.pdf,109,,False,
./PDF-files/Maschinenbau/1696_17.08.2023 Maschinenbau.pdf,1696_17.08.2023 Maschinenbau.pdf,154,,False,
./PDF-files/Maschinenbau/2057_15.09.2023 Maschinenbau.pdf,2057_15.09.2023 Maschinenbau.pdf,963,,False,
./PDF-files/Maschinenbau/2336_29.09.2023 Integrierte Technologie- und Systementwicklung_Vollzeit.pdf,2336_29.09.2023 Integrierte Technologie- und Systementwicklung_Vollzeit.pdf,30,,False,
./PDF-files/Maschinenbau/2304_28.09.2023 Feinwerktechnik_Precision Engineering.pdf,2304_28.09.2023 Feinwerktechnik_Precision Engineering.pdf,60,,False,
./PDF-files/Maschinenbau/2291_28.09.2023 Engineering_Design.pdf,2291_28.09.2023 Engineering_Design.pdf,24,,False,
./PDF-files/Maschinenbau/2320_28.09.2023 Ingenieurpädagogik Fahrzeugtechnik  Maschinenbau.pdf,2320_28.09.2023 Ingenieurpädagogik Fahrzeugtechnik  Maschinenbau.pdf,75,,False,
./PDF-files/Maschinenbau/2334_29.09.2023 Integrierte Produktentwicklung.pdf,2334_29.09.2023 Integrierte Produktentwicklung.pdf,59,,False,
./PDF-files/Maschinenbau/2277_26.09.2023 Digitale Produktentwicklung - Maschinenbau.pdf,2277_26.09.2023 Digitale Produktentwicklung - Maschinenbau.pdf,40,,False,
./PDF-files/Maschinenbau/1797_21.08.2023 Maschinenbau_Mechatronik.pdf,1797_21.08.2023 Maschinenbau_Mechatronik.pdf,51,,False,
./PDF-files/Maschinenbau/1175_19.07.2023 Allgemeiner Maschinenbau.pdf,1175_19.07.2023 Allgemeiner Maschinenbau.pdf,166,,False,
./PDF-files/Erneuerbare Energien/1368_27.07.2023 Digital Energy and Business.pdf,1368_27.07.2023 Digital Energy and Business.pdf,25,,False,
./PDF-files/Erneuerbare Energien/1352_26.07.2023 Erneuerbare Energien.pdf,1352_26.07.2023 Erneuerbare Energien.pdf,162,,False,
./PDF-files/Erneuerbare Energien/1486_04.08.2023 Sustainable Energy Competence.pdf,1486_04.08.2023 Sustainable Energy Competence.pdf,75,,False,
./PDF-files/Erneuerbare Energien/1492_07.08.2023 Technology of Biogenic Resources.pdf,1492_07.08.2023 Technology of Biogenic Resources.pdf,126,,False,
"./PDF-files/Erneuerbare Energien/1503_07.08.2023 Verfahrenstechnik, Energietechnik und Umwelttechnik.pdf","1503_07.08.2023 Verfahrenstechnik, Energietechnik und Umwelttechnik.pdf",140,,False,
./PDF-files/Erneuerbare Energien/1438_01.08.2023 Mechatronic and Micro-Mechatronic Systems.pdf,1438_01.08.2023 Mechatronic and Micro-Mechatronic Systems.pdf,33,,False,
./PDF-files/Erneuerbare Energien/1481_04.08.2023 SENCE _Sustainable Energy Competence - Nachhaltige Energiewirtschaft und -technik.pdf,1481_04.08.2023 SENCE _Sustainable Energy Competence - Nachhaltige Energiewirtschaft und -technik.pdf,75,,False,
./PDF-files/Erneuerbare Energien/1507_07.08.2023 Windenergietechnik.pdf,1507_07.08.2023 Windenergietechnik.pdf,34,,False,
./PDF-files/Erneuerbare Energien/1447_02.08.2023 Nachhaltige Energieversorgung.pdf,1447_02.08.2023 Nachhaltige Energieversorgung.pdf,166,,False,
./PDF-files/Erneuerbare Energien/1446_02.08.2023 Nachhaltige Energie- und Umwelttechnologien.pdf,1446_02.08.2023 Nachhaltige Energie- und Umwelttechnologien.pdf,102,,False,
./PDF-files/Erneuerbare Energien/1445_02.08.2023 Nachhaltige Energietechnik und-systeme.pdf,1445_02.08.2023 Nachhaltige Energietechnik und-systeme.pdf,100,,False,
./PDF-files/Erneuerbare Energien/1496_07.08.2023 Umweltmeteorologie.pdf,1496_07.08.2023 Umweltmeteorologie.pdf,61,,False,
./PDF-files/Erneuerbare Energien/1508_07.08.2023 Wind Energy Systems.pdf,1508_07.08.2023 Wind Energy Systems.pdf,43,,False,
./PDF-files/Erneuerbare Energien/1450_03.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,1450_03.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,85,,False,
./PDF-files/Erneuerbare Energien/1497_07.08.2023 Umweltsicherung.pdf,1497_07.08.2023 Umweltsicherung.pdf,98,,False,
./PDF-files/Erneuerbare Energien/1346_26.07.2023 Erneuerbare Energien.pdf,1346_26.07.2023 Erneuerbare Energien.pdf,62,,False,
./PDF-files/Erneuerbare Energien/1506_07.08.2023 Wasserstofftechnologie und -wirtschaft.pdf,1506_07.08.2023 Wasserstofftechnologie und -wirtschaft.pdf,65,,False,
./PDF-files/Erneuerbare Energien/1505_Erneuerbare Energien Wasserstofftechnik.pdf,1505_Erneuerbare Energien Wasserstofftechnik.pdf,108,,False,
./PDF-files/Erneuerbare Energien/1449_02.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,1449_02.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,217,,False,
./PDF-files/Erneuerbare Energien/1451_03.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,1451_03.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,47,,False,
./PDF-files/Erneuerbare Energien/1425_01.08.2023 Management erneuerbarer Energien.pdf,1425_01.08.2023 Management erneuerbarer Energien.pdf,82,,False,
./PDF-files/Erneuerbare Energien/1351_26.07.2023 Erneuerbare Energien.pdf,1351_26.07.2023 Erneuerbare Energien.pdf,136,,False,
./PDF-files/Erneuerbare Energien/1356_27.07.2023 Erneuerbare Energien und Energiemanagement.pdf,1356_27.07.2023 Erneuerbare Energien und Energiemanagement.pdf,31,,False,
./PDF-files/Erneuerbare Energien/1501_07.08.2023 Umwelt- und Ressourcentechnologie.pdf,1501_07.08.2023 Umwelt- und Ressourcentechnologie.pdf,29,,False,
./PDF-files/Erneuerbare Energien/1420_28.07.2023 Ingenieurwesen.pdf,1420_28.07.2023 Ingenieurwesen.pdf,262,,False,
./PDF-files/Erneuerbare Energien/1463_03.08.2023 Regenerative Energien.pdf,1463_03.08.2023 Regenerative Energien.pdf,61,,False,
./PDF-files/Erneuerbare Energien/1502_07.08.2023 Umwelt- und Ressourcentechnologie.pdf,1502_07.08.2023 Umwelt- und Ressourcentechnologie.pdf,33,,False,
./PDF-files/Erneuerbare Energien/1487_04.08.2023 Sustainable Energy Competence (SENCE).pdf,1487_04.08.2023 Sustainable Energy Competence (SENCE).pdf,57,,False,
./PDF-files/Erneuerbare Energien/1467_03.08.2023 Regenerative Energiesysteme.pdf,1467_03.08.2023 Regenerative Energiesysteme.pdf,75,,False,
./PDF-files/Erneuerbare Energien/1468_03.08.2023 Regenerative Energiesysteme.pdf,1468_03.08.2023 Regenerative Energiesysteme.pdf,104,,False,
./PDF-files/Erneuerbare Energien/1440_01.08.2023 Nachhaltige Elektrische Energieversorgung.pdf,1440_01.08.2023 Nachhaltige Elektrische Energieversorgung.pdf,165,,False,
./PDF-files/Erneuerbare Energien/1366_27.07.2023 Clean Energy Processes.pdf,1366_27.07.2023 Clean Energy Processes.pdf,45,,False,
./PDF-files/Erneuerbare Energien/1361_27.07.2023 Angewandte Naturwissenschaften und Technik.pdf,1361_27.07.2023 Angewandte Naturwissenschaften und Technik.pdf,53,,False,
./PDF-files/Erneuerbare Energien/1452_03.08.2023 Nachhaltige Ingenieurwissenschaft _Kooperativer Studiengang.pdf,1452_03.08.2023 Nachhaltige Ingenieurwissenschaft _Kooperativer Studiengang.pdf,85,,False,
./PDF-files/Erneuerbare Energien/1469_03.08.2023 Regenerative Energiesysteme und Energiemanagement - Elektro- und Informationstechnik.pdf,1469_03.08.2023 Regenerative Energiesysteme und Energiemanagement - Elektro- und Informationstechnik.pdf,76,,False,
./PDF-files/Erneuerbare Energien/1413_28.07.2023 Energy Systems and Renewable Energies.pdf,1413_28.07.2023 Energy Systems and Renewable Energies.pdf,98,,False,
./PDF-files/Erneuerbare Energien/1441_01.08.2023 Nachhaltige Energiesysteme.pdf,1441_01.08.2023 Nachhaltige Energiesysteme.pdf,33,,False,
./PDF-files/Erneuerbare Energien/1470_03.08.2023 Regenerative Energietechnik.pdf,1470_03.08.2023 Regenerative Energietechnik.pdf,78,,False,
./PDF-files/Erneuerbare Energien/1495_07.08.2023 Umweltingenieurwesen.pdf,1495_07.08.2023 Umweltingenieurwesen.pdf,123,,False,
./PDF-files/Erneuerbare Energien/1415_28.07.2023 Erneuerbare Offshore Energien.pdf,1415_28.07.2023 Erneuerbare Offshore Energien.pdf,151,,False,
./PDF-files/Erneuerbare Energien/1343_26.07.2023 Energiesysteme und Erneuerbare Energien.pdf,1343_26.07.2023 Energiesysteme und Erneuerbare Energien.pdf,103,,False,
./PDF-files/Umweltingenieurwissenschaften/1216_20.07.2023 Umweltingenieurwissenschaften.pdf,1216_20.07.2023 Umweltingenieurwissenschaften.pdf,126,,False,
./PDF-files/Umweltingenieurwissenschaften/1766_20.08.2023 Wasserwirtschaft.pdf,1766_20.08.2023 Wasserwirtschaft.pdf,22,,False,
./PDF-files/Umweltingenieurwissenschaften/1217_20.07.2023 Umweltingenieurwissenschaften.pdf,1217_20.07.2023 Umweltingenieurwissenschaften.pdf,486,,False,
./PDF-files/Umweltingenieurwissenschaften/917_06.07.2023 Umweltmanagement und Stadtplanung in Ballungsräumen (UMSB).pdf,917_06.07.2023 Umweltmanagement und Stadtplanung in Ballungsräumen (UMSB).pdf,556,,False,
./PDF-files/Umweltingenieurwissenschaften/1752_19.08.2023 Umweltschutztechnik.pdf,1752_19.08.2023 Umweltschutztechnik.pdf,1511,,False,
./PDF-files/Umweltingenieurwissenschaften/912_06.07.2023 Umweltingenieurwesen (Bau).pdf,912_06.07.2023 Umweltingenieurwesen (Bau).pdf,62,,False,
./PDF-files/Umweltingenieurwissenschaften/1768_20.08.2023 Water Engineering.pdf,1768_20.08.2023 Water Engineering.pdf,29,,False,
./PDF-files/Umweltingenieurwissenschaften/808_28.06.2023 Gewässerkunde und Wasserwirtschaft.pdf,808_28.06.2023 Gewässerkunde und Wasserwirtschaft.pdf,116,,False,
./PDF-files/Umweltingenieurwissenschaften/1751_19.08.2023 Umweltschutztechnik.pdf,1751_19.08.2023 Umweltschutztechnik.pdf,142,,False,
./PDF-files/Umweltingenieurwissenschaften/1753_19.08.2023 Umwelttechnik.pdf,1753_19.08.2023 Umwelttechnik.pdf,229,,False,
./PDF-files/Umweltingenieurwissenschaften/777_27.06.2023 Biologie.pdf,777_27.06.2023 Biologie.pdf,68,,False,
./PDF-files/Umweltingenieurwissenschaften/916_06.07.2023 Umweltmanagement und Stadtplanung in Ballungsräumen_berufsbegleitend.pdf,916_06.07.2023 Umweltmanagement und Stadtplanung in Ballungsräumen_berufsbegleitend.pdf,556,,False,
./PDF-files/Umweltingenieurwissenschaften/1765_20.08.2023 Wasserwirtschaft.pdf,1765_20.08.2023 Wasserwirtschaft.pdf,71,,False,
./PDF-files/Umweltingenieurwissenschaften/937_07.07.2023 Water Engineering.pdf,937_07.07.2023 Water Engineering.pdf,29,,False,
./PDF-files/Umweltingenieurwissenschaften/940_07.07.2023 Water Science and Engineering.pdf,940_07.07.2023 Water Science and Engineering.pdf,231,,False,
./PDF-files/Umweltingenieurwissenschaften/908_06.07.2023 Umweltingenieurwesen.pdf,908_06.07.2023 Umweltingenieurwesen.pdf,104,,False,
./PDF-files/Umweltingenieurwissenschaften/914_06.07.2023 Umweltingenieurwesen - Vertiefung Resources and Environment.pdf,914_06.07.2023 Umweltingenieurwesen - Vertiefung Resources and Environment.pdf,123,,False,
./PDF-files/Umweltingenieurwissenschaften/913_06.07.2023 Umweltingenieurwesen - Bau.pdf,913_06.07.2023 Umweltingenieurwesen - Bau.pdf,83,,False,
./PDF-files/Elektrotechnik/1972_10.09.2023 Elektrotechnik.pdf,1972_10.09.2023 Elektrotechnik.pdf,44,,False,
./PDF-files/Elektrotechnik/2038_14.09.2023 Ingenieurpädagogik Elektrotechnik-Informationstechnik.pdf,2038_14.09.2023 Ingenieurpädagogik Elektrotechnik-Informationstechnik.pdf,21,,False,
./PDF-files/Elektrotechnik/2032_14.09.2023 Informations- und Elektrotechnik.pdf,2032_14.09.2023 Informations- und Elektrotechnik.pdf,79,,False,
./PDF-files/Elektrotechnik/2157_20.09.2023 Elektro- und Informationstechnik.pdf,2157_20.09.2023 Elektro- und Informationstechnik.pdf,237,,False,
./PDF-files/Elektrotechnik/1381_27.07.2023 Elektrotechnik.pdf,1381_27.07.2023 Elektrotechnik.pdf,82,,False,
./PDF-files/Elektrotechnik/1991_11.09.2023 Elektro- und Informationstechnik.pdf,1991_11.09.2023 Elektro- und Informationstechnik.pdf,84,,False,
./PDF-files/Elektrotechnik/2150_20.09.2023 Elektrotechnik.pdf,2150_20.09.2023 Elektrotechnik.pdf,302,,False,
./PDF-files/Elektrotechnik/1482_04.08.2023 Smart Automation_Elektrotechnik.pdf,1482_04.08.2023 Smart Automation_Elektrotechnik.pdf,84,,False,
./PDF-files/Elektrotechnik/1971_10.09.2023 Elektrotechnik.pdf,1971_10.09.2023 Elektrotechnik.pdf,196,,False,
./PDF-files/Elektrotechnik/1229_20.07.2023 Elektrotechnik und Informationssystemtechnik.pdf,1229_20.07.2023 Elektrotechnik und Informationssystemtechnik.pdf,133,,False,
./PDF-files/Elektrotechnik/1313_25.07.2023 Elektrotechnik.pdf,1313_25.07.2023 Elektrotechnik.pdf,68,,False,
./PDF-files/Elektrotechnik/1383_27.07.2023 Elektrotechnik im Praxisverbund.pdf,1383_27.07.2023 Elektrotechnik im Praxisverbund.pdf,84,,False,
./PDF-files/Elektrotechnik/1974_10.09.2023 Elektrotechnik.pdf,1974_10.09.2023 Elektrotechnik.pdf,115,,False,
./PDF-files/Elektrotechnik/2031_14.09.2023 Informations- und Elektrotechnik.pdf,2031_14.09.2023 Informations- und Elektrotechnik.pdf,81,,False,
./PDF-files/Elektrotechnik/2155_20.09.2023 Elektrotechnik mobiler Systeme.pdf,2155_20.09.2023 Elektrotechnik mobiler Systeme.pdf,26,,False,
./PDF-files/Elektrotechnik/2158_20.09.2023 Elektro- und Informationstechnik.pdf,2158_20.09.2023 Elektro- und Informationstechnik.pdf,147,,False,
./PDF-files/Verfahrenstechnik/1546_09.08.2023 Verfahrenstechnik.pdf,1546_09.08.2023 Verfahrenstechnik.pdf,103,,False,
./PDF-files/Verfahrenstechnik/1646_14.08.2023 Chemie- und Bioingenieurwesen.pdf,1646_14.08.2023 Chemie- und Bioingenieurwesen.pdf,72,,False,
./PDF-files/Verfahrenstechnik/1735_18.08.2023 Prozesstechnik.pdf,1735_18.08.2023 Prozesstechnik.pdf,46,,False,
./PDF-files/Verfahrenstechnik/1363_27.07.2023 Bio- und Umweltverfahrenstechnik.pdf,1363_27.07.2023 Bio- und Umweltverfahrenstechnik.pdf,93,,False,
./PDF-files/Verfahrenstechnik/1555_10.08.2023 Verfahrenstechnik.pdf,1555_10.08.2023 Verfahrenstechnik.pdf,539,,False,
./PDF-files/Verfahrenstechnik/1592_12.08.2023 Bioingenieurwesen.pdf,1592_12.08.2023 Bioingenieurwesen.pdf,411,,False,
./PDF-files/Verfahrenstechnik/1658_14.08.2023 Engineering Science.pdf,1658_14.08.2023 Engineering Science.pdf,44,,False,
./PDF-files/Verfahrenstechnik/1621_13.08.2023 Chemieingenieurwesen.pdf,1621_13.08.2023 Chemieingenieurwesen.pdf,86,,False,
./PDF-files/Verfahrenstechnik/1750_19.08.2023 Umweltmonitoring und Forensische Chemie.pdf,1750_19.08.2023 Umweltmonitoring und Forensische Chemie.pdf,87,,False,
./PDF-files/Verfahrenstechnik/1576_11.08.2023 Angewandte Chemie.pdf,1576_11.08.2023 Angewandte Chemie.pdf,99,,False,
./PDF-files/Verfahrenstechnik/1525_08.08.2023 Energie- und Verfahrenstechnik.pdf,1525_08.08.2023 Energie- und Verfahrenstechnik.pdf,154,,False,
./PDF-files/Verfahrenstechnik/1681_16.08.2023 Life Science Engineering.pdf,1681_16.08.2023 Life Science Engineering.pdf,106,,False,
./PDF-files/Verfahrenstechnik/1641_13.08.2023 Chemietechnik.pdf,1641_13.08.2023 Chemietechnik.pdf,60,,False,
./PDF-files/Verfahrenstechnik/1537_09.08.2023 Umwelt- und Verfahrenstechnik.pdf,1537_09.08.2023 Umwelt- und Verfahrenstechnik.pdf,54,,False,
./PDF-files/Verfahrenstechnik/1512_08.08.2023 Biotechnologie und chemische Verfahrenstechnik.pdf,1512_08.08.2023 Biotechnologie und chemische Verfahrenstechnik.pdf,50,,False,
./PDF-files/Verfahrenstechnik/1520_08.08.2023 Chemieingenieurwesen und Energieverfahrenstechnik.pdf,1520_08.08.2023 Chemieingenieurwesen und Energieverfahrenstechnik.pdf,67,,False,
./PDF-files/Verfahrenstechnik/1593_12.08.2023 Biotechnologie.pdf,1593_12.08.2023 Biotechnologie.pdf,72,,False,
./PDF-files/Verfahrenstechnik/1542_09.08.2023 Umweltverfahrenstechnik und Recycling.pdf,1542_09.08.2023 Umweltverfahrenstechnik und Recycling.pdf,79,,False,
./PDF-files/Verfahrenstechnik/1376_27.07.2023 Elektromobilität.pdf,1376_27.07.2023 Elektromobilität.pdf,307,,False,
./PDF-files/Verfahrenstechnik/1674_16.08.2023 Lebensmitteltechnologie.pdf,1674_16.08.2023 Lebensmitteltechnologie.pdf,75,,False,
./PDF-files/Verfahrenstechnik/1769_20.08.2023 Weinbau und Oenologie.pdf,1769_20.08.2023 Weinbau und Oenologie.pdf,81,,False,
./PDF-files/Verfahrenstechnik/1637_13.08.2023 Chemieingenieurwesen_ molekulare und strukturelle Produktgestaltung.pdf,1637_13.08.2023 Chemieingenieurwesen_ molekulare und strukturelle Produktgestaltung.pdf,144,,False,
./PDF-files/Verfahrenstechnik/1610_13.08.2023 Chemical Biotechnology.pdf,1610_13.08.2023 Chemical Biotechnology.pdf,135,,False,
./PDF-files/Verfahrenstechnik/1679_16.08.2023 Life Science Engineering.pdf,1679_16.08.2023 Life Science Engineering.pdf,60,,False,
"./PDF-files/Verfahrenstechnik/1967_10.09.2023 Elektromobilität, Autonomes Fahren und Mobile Robotik - International.pdf","1967_10.09.2023 Elektromobilität, Autonomes Fahren und Mobile Robotik - International.pdf",125,,False,
./PDF-files/Verfahrenstechnik/1730_18.08.2023 Prozessautomatisierungstechnik.pdf,1730_18.08.2023 Prozessautomatisierungstechnik.pdf,98,,False,
./PDF-files/Verfahrenstechnik/1581_11.08.2023 Angewandte Polymerchemie.pdf,1581_11.08.2023 Angewandte Polymerchemie.pdf,33,,False,
./PDF-files/Verfahrenstechnik/1544_09.08.2023 Verfahrenstechnik.pdf,1544_09.08.2023 Verfahrenstechnik.pdf,28,,False,
./PDF-files/Verfahrenstechnik/1606_13.08.2023 Bio- und Pharmatechnik.pdf,1606_13.08.2023 Bio- und Pharmatechnik.pdf,68,,False,
./PDF-files/Verfahrenstechnik/1747_19.08.2023 Technologie Nachwachsender Rohstoffe.pdf,1747_19.08.2023 Technologie Nachwachsender Rohstoffe.pdf,195,,False,
./PDF-files/Verfahrenstechnik/1566_10.08.2023 Verfahrenstechnik und Naturstofftechnik.pdf,1566_10.08.2023 Verfahrenstechnik und Naturstofftechnik.pdf,246,,False,
./PDF-files/Verfahrenstechnik/1535_09.08.2023 Rechnergestützte Verfahrenstechnik.pdf,1535_09.08.2023 Rechnergestützte Verfahrenstechnik.pdf,34,,False,
./PDF-files/Verfahrenstechnik/1760_20.08.2023 Umwelt- und Ressourcentechnologie.pdf,1760_20.08.2023 Umwelt- und Ressourcentechnologie.pdf,33,,False,
./PDF-files/Verfahrenstechnik/2285_26.09.2023 Elektromobilität.pdf,2285_26.09.2023 Elektromobilität.pdf,24,,False,
./PDF-files/Verfahrenstechnik/1552_10.08.2023 Verfahrenstechnik.pdf,1552_10.08.2023 Verfahrenstechnik.pdf,127,,False,
./PDF-files/Verfahrenstechnik/1605_13.08.2023 Bio- und Pharmatechnik.pdf,1605_13.08.2023 Bio- und Pharmatechnik.pdf,68,,False,
./PDF-files/Verfahrenstechnik/1634_13.08.2023 Chemieingenieurwesen_Campus Burghausen.pdf,1634_13.08.2023 Chemieingenieurwesen_Campus Burghausen.pdf,137,,False,
./PDF-files/Verfahrenstechnik/1580_11.08.2023 Angewandte Pharmazie.pdf,1580_11.08.2023 Angewandte Pharmazie.pdf,103,,False,
./PDF-files/Verfahrenstechnik/1706_17.08.2023 Milch- und Verpackungswirtschaft.pdf,1706_17.08.2023 Milch- und Verpackungswirtschaft.pdf,92,,False,
./PDF-files/Verfahrenstechnik/1521_08.08.2023 Chemieingenieurwesen_Verfahrenstechnik.pdf,1521_08.08.2023 Chemieingenieurwesen_Verfahrenstechnik.pdf,220,,False,
./PDF-files/Verfahrenstechnik/1680_16.08.2023 Life Science Engineering.pdf,1680_16.08.2023 Life Science Engineering.pdf,78,,False,
./PDF-files/Verfahrenstechnik/1654_14.08.2023 Computational Engineering and Design.pdf,1654_14.08.2023 Computational Engineering and Design.pdf,45,,False,
./PDF-files/Verfahrenstechnik/1715_18.08.2023 Nachhaltige Verfahrens- und Umwelttechnik.pdf,1715_18.08.2023 Nachhaltige Verfahrens- und Umwelttechnik.pdf,103,,False,
./PDF-files/Verfahrenstechnik/1565_10.08.2023 Verfahrenstechnik und Naturstofftechnik.pdf,1565_10.08.2023 Verfahrenstechnik und Naturstofftechnik.pdf,246,,False,
./PDF-files/Verfahrenstechnik/1620_13.08.2023 Chemieingenieurwesen.pdf,1620_13.08.2023 Chemieingenieurwesen.pdf,105,,False,
./PDF-files/Verfahrenstechnik/1513_08.08.2023 Bio- und Prozess-Ingenieurwesen  Verfahrenstechnik.pdf,1513_08.08.2023 Bio- und Prozess-Ingenieurwesen  Verfahrenstechnik.pdf,79,,False,
./PDF-files/Verfahrenstechnik/1638_13.08.2023 Chemieingenieurwesen_molekulare und strukturelle Produktgestaltung.pdf,1638_13.08.2023 Chemieingenieurwesen_molekulare und strukturelle Produktgestaltung.pdf,144,,False,
./PDF-files/Verfahrenstechnik/1732_18.08.2023 Prozessingenieurwesen.pdf,1732_18.08.2023 Prozessingenieurwesen.pdf,58,,False,
./PDF-files/Verfahrenstechnik/1591_11.08.2023 Bioingenieurwesen.pdf,1591_11.08.2023 Bioingenieurwesen.pdf,209,,False,
