filepath,filename,page_count,keyword_context,is_handbook,error
./PDF-files/Wirtschaftsingenieurwesen/407_01.06.2023 Wirtschaftsingenieurwesen Digitale Wirtschaft.pdf,407_01.06.2023 Wirtschaftsingenieurwesen Digitale Wirtschaft.pdf,131,,False,
./PDF-files/Wirtschaftsingenieurwesen/42_04-05-2023 Digital Business.pdf,42_04-05-2023 Digital Business.pdf,36,,False,
./PDF-files/Wirtschaftsingenieurwesen/196_15-05-2023 Wirtschaftsinformatik.pdf,196_15-05-2023 Wirtschaftsinformatik.pdf,110,,False,
./PDF-files/Wirtschaftsingenieurwesen/148_11-05-2023 PRODUCT AND ASSET MANAGEMENT.pdf,148_11-05-2023 PRODUCT AND ASSET MANAGEMENT.pdf,41,,False,
./PDF-files/Wirtschaftsingenieurwesen/498_08.06.2023 Wirtschaftsingenieurwesen Maschinenbau.pdf,498_08.06.2023 Wirtschaftsingenieurwesen Maschinenbau.pdf,45,,False,
./PDF-files/Wirtschaftsingenieurwesen/343_25.05.2023 Wirtschaftsingenieurwesen.pdf,343_25.05.2023 Wirtschaftsingenieurwesen.pdf,39,,False,
./PDF-files/Wirtschaftsingenieurwesen/48_04-05-2023 Digitaler Einkauf und Nachhaltiges Supply Chain Management.pdf,48_04-05-2023 Digitaler Einkauf und Nachhaltiges Supply Chain Management.pdf,63,,False,
./PDF-files/Wirtschaftsingenieurwesen/190_15-05-2023 Internationales Vertriebs- und Einkaufsingenieurwesen.pdf,190_15-05-2023 Internationales Vertriebs- und Einkaufsingenieurwesen.pdf,232,,False,
./PDF-files/Wirtschaftsingenieurwesen/298_23.05.2023 Wirtschaftsingenieurwesen.pdf,298_23.05.2023 Wirtschaftsingenieurwesen.pdf,541,,False,
./PDF-files/Wirtschaftsingenieurwesen/91_08-05-2023 MA Immobilientechnik und Immobilienwirtschaft.pdf,91_08-05-2023 MA Immobilientechnik und Immobilienwirtschaft.pdf,316,,False,
./PDF-files/Wirtschaftsingenieurwesen/72_05-05-2023 Automotive Engineering & Management Executive.pdf,72_05-05-2023 Automotive Engineering & Management Executive.pdf,42,,False,
./PDF-files/Wirtschaftsingenieurwesen/576_14.06.2023 Technologiemanagement.pdf,576_14.06.2023 Technologiemanagement.pdf,68,,False,
./PDF-files/Wirtschaftsingenieurwesen/272_21.05.2023 Wirtschaftsingenieurwesen.pdf,272_21.05.2023 Wirtschaftsingenieurwesen.pdf,94,,False,
./PDF-files/Wirtschaftsingenieurwesen/56_04-05-2023c_modulhandbuch_wi_int.pdf,56_04-05-2023c_modulhandbuch_wi_int.pdf,135,,False,
./PDF-files/Wirtschaftsingenieurwesen/77_05-05-2023 Berufsbegleitendes Ingenieurstudium Wirtschaftsingenieurwesen.pdf,77_05-05-2023 Berufsbegleitendes Ingenieurstudium Wirtschaftsingenieurwesen.pdf,55,,False,
./PDF-files/Wirtschaftsingenieurwesen/182_15-05-2023 Technisches Management und Marketing.pdf,182_15-05-2023 Technisches Management und Marketing.pdf,101,,False,
./PDF-files/Wirtschaftsingenieurwesen/580_15.06.2023 Wirtschaftsingenieur Logistik.pdf,580_15.06.2023 Wirtschaftsingenieur Logistik.pdf,35,,False,
./PDF-files/Wirtschaftsingenieurwesen/85_08-05-2023 Facility and Process Design.pdf,85_08-05-2023 Facility and Process Design.pdf,42,,False,
./PDF-files/Wirtschaftsingenieurwesen/944_07.07.2023 Wirtschaftsingenieurwesen Bauingenieurwesen.pdf,944_07.07.2023 Wirtschaftsingenieurwesen Bauingenieurwesen.pdf,136,,False,
./PDF-files/Wirtschaftsingenieurwesen/143_11-05-2023 Nachhaltige Entwicklung.pdf,143_11-05-2023 Nachhaltige Entwicklung.pdf,137,,False,
./PDF-files/Wirtschaftsingenieurwesen/186_15-05-2023 Transportwesen  Logistik.pdf,186_15-05-2023 Transportwesen  Logistik.pdf,86,,False,
./PDF-files/Wirtschaftsingenieurwesen/76_05-05-2023 Bau- und Immobilienmanagement  Facilities Management.pdf,76_05-05-2023 Bau- und Immobilienmanagement  Facilities Management.pdf,91,,False,
./PDF-files/Wirtschaftsingenieurwesen/63_05-05-2023 Energiewirtschaft und Energiemanagement.pdf,63_05-05-2023 Energiewirtschaft und Energiemanagement.pdf,235,,False,
./PDF-files/Wirtschaftsingenieurwesen/188_15-05-2023 Verkehrswirtschaftsingenieurwesen.pdf,188_15-05-2023 Verkehrswirtschaftsingenieurwesen.pdf,69,,False,
./PDF-files/Wirtschaftsingenieurwesen/142_11-05-2023 Mobilität und Logistik.pdf,142_11-05-2023 Mobilität und Logistik.pdf,80,,False,
./PDF-files/Wirtschaftsingenieurwesen/389_30.05.2023 Wirtschaftsingenieurwesen Bauwesen.pdf,389_30.05.2023 Wirtschaftsingenieurwesen Bauwesen.pdf,230,,False,
./PDF-files/Wirtschaftsingenieurwesen/530_12.06.2023 Wirtschaftsingenieurwesen Recklinghausen.pdf,530_12.06.2023 Wirtschaftsingenieurwesen Recklinghausen.pdf,87,,False,
./PDF-files/Wirtschaftsingenieurwesen/370_27.05.2023 Wirtschaftsingenieurwesen (3-semestrig).pdf,370_27.05.2023 Wirtschaftsingenieurwesen (3-semestrig).pdf,226,,False,
./PDF-files/Wirtschaftsingenieurwesen/71_05-05-2023 Automotive Engineering & Management.pdf,71_05-05-2023 Automotive Engineering & Management.pdf,40,,False,
./PDF-files/Wirtschaftsingenieurwesen/120_09-05-2023 Internationales Technisches Vertriebsmanagement.pdf,120_09-05-2023 Internationales Technisches Vertriebsmanagement.pdf,39,,False,
./PDF-files/Wirtschaftsingenieurwesen/554_13.06.2023 Wirtschaftsingenieurwesen Werkstoff- und Prozesstechnik.pdf,554_13.06.2023 Wirtschaftsingenieurwesen Werkstoff- und Prozesstechnik.pdf,1112,,False,
./PDF-files/Wirtschaftsingenieurwesen/26_02-05-2023 Management betrieblicher Systeme.pdf,26_02-05-2023 Management betrieblicher Systeme.pdf,29,,False,
./PDF-files/Wirtschaftsingenieurwesen/116_09-05-2023 Internationaler Studiengang Wirtschaftsingenieurwesen.pdf,116_09-05-2023 Internationaler Studiengang Wirtschaftsingenieurwesen.pdf,59,,False,
./PDF-files/Wirtschaftsingenieurwesen/164_12-05-2023 Sustainabity and Smart Building.pdf,164_12-05-2023 Sustainabity and Smart Building.pdf,41,,False,
./PDF-files/Wirtschaftsingenieurwesen/13_29-04-2023 Internationaler Studiengang Wirtschaftsingenieurwesen.pdf,13_29-04-2023 Internationaler Studiengang Wirtschaftsingenieurwesen.pdf,59,,False,
./PDF-files/Wirtschaftsingenieurwesen/121_10-05-2023 INTERNATIONALES WIRTSCHAFTSINGENIEURWESEN.pdf,121_10-05-2023 INTERNATIONALES WIRTSCHAFTSINGENIEURWESEN.pdf,178,,False,
./PDF-files/Wirtschaftsingenieurwesen/147_11-05-2023 Operations Management.pdf,147_11-05-2023 Operations Management.pdf,113,,False,
./PDF-files/Wirtschaftsingenieurwesen/9_29-04-2023 Engineering and Management.pdf,9_29-04-2023 Engineering and Management.pdf,25,,False,
./PDF-files/Wirtschaftsingenieurwesen/507_09.06.2023 Wirtschaftsingenieurwesen - Maschinenbau _berufsbegleitendes Verbundstudium.pdf,507_09.06.2023 Wirtschaftsingenieurwesen - Maschinenbau _berufsbegleitendes Verbundstudium.pdf,41,,False,
./PDF-files/Wirtschaftsingenieurwesen/354_26.05.2023 Wirtschaftsingenieurwesen.pdf,354_26.05.2023 Wirtschaftsingenieurwesen.pdf,75,,False,
./PDF-files/Wirtschaftsingenieurwesen/209_16-05-2023 Wirtschaftsingenieur Maschinenbau.pdf,209_16-05-2023 Wirtschaftsingenieur Maschinenbau.pdf,162,,False,
./PDF-files/Wirtschaftsingenieurwesen/187_15-05-2023 Ingenieur- und Naturwissenschaften.pdf,187_15-05-2023 Ingenieur- und Naturwissenschaften.pdf,89,,False,
./PDF-files/Wirtschaftsingenieurwesen/223_17.05.2023 Wirtschaftsingenieurwesen.pdf,223_17.05.2023 Wirtschaftsingenieurwesen.pdf,49,,False,
./PDF-files/Wirtschaftsingenieurwesen/577_14.06.2023 Technologiemanagement.pdf,577_14.06.2023 Technologiemanagement.pdf,1411,,False,
./PDF-files/Wirtschaftsingenieurwesen/251_19.05.2023 Wirtschaftsingenieurwesen.pdf,251_19.05.2023 Wirtschaftsingenieurwesen.pdf,201,,False,
./PDF-files/Wirtschaftsingenieurwesen/313_24.05.2023 Wirtschaftsingenieurwesen.pdf,313_24.05.2023 Wirtschaftsingenieurwesen.pdf,55,,False,
./PDF-files/Wirtschaftsingenieurwesen/539_12.06.2023 Wirtschaftsingenieurwesen - technische Fachrichtung Elektrotechnik.pdf,539_12.06.2023 Wirtschaftsingenieurwesen - technische Fachrichtung Elektrotechnik.pdf,186,,False,
./PDF-files/Wirtschaftsingenieurwesen/575_14.06.2023 Technik & Unternehmensmanagement_berufsbegleitender weiterbildender Verbundstudiengang.pdf,575_14.06.2023 Technik & Unternehmensmanagement_berufsbegleitender weiterbildender Verbundstudiengang.pdf,34,,False,
./PDF-files/Wirtschaftsingenieurwesen/346_26.05.2023 Wirtschaftsingenieurwesen.pdf,346_26.05.2023 Wirtschaftsingenieurwesen.pdf,102,,False,
./PDF-files/Wirtschaftsingenieurwesen/203_16-05-2023 Wirtschaftsingenieurwesen.pdf,203_16-05-2023 Wirtschaftsingenieurwesen.pdf,120,,False,
./PDF-files/Wirtschaftsingenieurwesen/277_21.05.2023 Wirtschaftsingenieurwesen.pdf,277_21.05.2023 Wirtschaftsingenieurwesen.pdf,99,,False,
./PDF-files/Wirtschaftsingenieurwesen/98_08-05-2023 Industrial Engineering & Management.pdf,98_08-05-2023 Industrial Engineering & Management.pdf,77,,False,
./PDF-files/Wirtschaftsingenieurwesen/125_10-05-2023 Logistics Engineering and Management.pdf,125_10-05-2023 Logistics Engineering and Management.pdf,41,,False,
./PDF-files/Wirtschaftsingenieurwesen/274_21.05.2023 Wirtschaftsingenieurwesen.pdf,274_21.05.2023 Wirtschaftsingenieurwesen.pdf,21,,False,
./PDF-files/Wirtschaftsingenieurwesen/4_27-4-2023 Energiewirtschaftsingenieurwesen (Ma.Eng.).pdf,4_27-4-2023 Energiewirtschaftsingenieurwesen (Ma.Eng.).pdf,49,,False,
./PDF-files/Wirtschaftsingenieurwesen/413_01.06.2023 Wirtschaftsingenieurwesen dual praxisintegrierend.pdf,413_01.06.2023 Wirtschaftsingenieurwesen dual praxisintegrierend.pdf,102,,False,
./PDF-files/Wirtschaftsingenieurwesen/241_19.05.2023 Wirtschaftsingenieurwesen.pdf,241_19.05.2023 Wirtschaftsingenieurwesen.pdf,86,,False,
./PDF-files/Wirtschaftsingenieurwesen/299_23.05.2023 Wirtschaftsingenieurwesen.pdf,299_23.05.2023 Wirtschaftsingenieurwesen.pdf,962,,False,
./PDF-files/Wirtschaftsingenieurwesen/286_23.05.2023 Wirtschaftsingenieurwesen.pdf,286_23.05.2023 Wirtschaftsingenieurwesen.pdf,57,,False,
./PDF-files/Wirtschaftsingenieurwesen/92_08-05-2023 Industrial Engineering.pdf,92_08-05-2023 Industrial Engineering.pdf,158,,False,
./PDF-files/Wirtschaftsingenieurwesen/465_06.06.2023 Wirtschaftsingenieurwesen - Industrial Engineering and Management.pdf,465_06.06.2023 Wirtschaftsingenieurwesen - Industrial Engineering and Management.pdf,64,,False,
./PDF-files/Wirtschaftsingenieurwesen/495_08.06.2023 Wirtschaftsingenieurwesen Maschinenbau.pdf,495_08.06.2023 Wirtschaftsingenieurwesen Maschinenbau.pdf,36,,False,
./PDF-files/Wirtschaftsingenieurwesen/384_29.05.2023 Wirtschaftsingenieurwesen Bauingenieurwesen.pdf,384_29.05.2023 Wirtschaftsingenieurwesen Bauingenieurwesen.pdf,80,,False,
./PDF-files/Wirtschaftsingenieurwesen/467_06.06.2023 Wirtschaftsingenieurwesen (Industrie).pdf,467_06.06.2023 Wirtschaftsingenieurwesen (Industrie).pdf,556,,False,
./PDF-files/Wirtschaftsingenieurwesen/226_17.05.2023 Wirtschaftsingenieurwesen.pdf,226_17.05.2023 Wirtschaftsingenieurwesen.pdf,323,,False,
./PDF-files/Wirtschaftsingenieurwesen/161_12-05-2023 Smart Factory.pdf,161_12-05-2023 Smart Factory.pdf,27,,False,
./PDF-files/Wirtschaftsingenieurwesen/453_06.06.2023 Wirtschaftsingenieurwesen - Fachrichtung Logistik und Mobilität.pdf,453_06.06.2023 Wirtschaftsingenieurwesen - Fachrichtung Logistik und Mobilität.pdf,189,,False,
./PDF-files/Wirtschaftsingenieurwesen/312_24.05.2023 Wirtschaftsingenieurwesen.pdf,312_24.05.2023 Wirtschaftsingenieurwesen.pdf,105,,False,
./PDF-files/Wirtschaftsingenieurwesen/421_03.06.2023 Wirtschaftsingenieurwesen Elektrotechnik.pdf,421_03.06.2023 Wirtschaftsingenieurwesen Elektrotechnik.pdf,343,,False,
./PDF-files/Wirtschaftsingenieurwesen/227_17.05.2023 Wirtschaftsingenieurwesen.pdf,227_17.05.2023 Wirtschaftsingenieurwesen.pdf,209,,False,
./PDF-files/Wirtschaftsingenieurwesen/68_05-05-2023 Applied Research in Engineering Sciences.pdf,68_05-05-2023 Applied Research in Engineering Sciences.pdf,73,,False,
./PDF-files/Mechatronik/1831_22.08.2023 Mechatronik.pdf,1831_22.08.2023 Mechatronik.pdf,131,,False,
./PDF-files/Mechatronik/1830_22.08.2023 Mechatronik.pdf,1830_22.08.2023 Mechatronik.pdf,132,,False,
./PDF-files/Mechatronik/1838_23.08.2023 Mechatronik.pdf,1838_23.08.2023 Mechatronik.pdf,93,,False,
./PDF-files/Mechatronik/1867_24.08.2023 Mechatronik.pdf,1867_24.08.2023 Mechatronik.pdf,160,,False,
./PDF-files/Mechatronik/1958_05.09.2023 Digitale Systeme.pdf,1958_05.09.2023 Digitale Systeme.pdf,25,,False,
./PDF-files/Mechatronik/1780_21.08.2023 Automatisierung_Mechatronik.pdf,1780_21.08.2023 Automatisierung_Mechatronik.pdf,152,,False,
./PDF-files/Mechatronik/2008_12.09.2023 Fahrzeugtechnik.pdf,2008_12.09.2023 Fahrzeugtechnik.pdf,122,,False,
./PDF-files/Mechatronik/1898_28.08.2023 Mechatronik - Kooperative Ingenieurausbildung.pdf,1898_28.08.2023 Mechatronik - Kooperative Ingenieurausbildung.pdf,81,,False,
./PDF-files/Mechatronik/2009_12.09.2023 Fahrzeugtechnik.pdf,2009_12.09.2023 Fahrzeugtechnik.pdf,540,,False,
./PDF-files/Mechatronik/1833_22.08.2023 Mechatronik.pdf,1833_22.08.2023 Mechatronik.pdf,172,,False,
./PDF-files/Mechatronik/1792_21.08.2023 Fahrzeugmechatronik.pdf,1792_21.08.2023 Fahrzeugmechatronik.pdf,40,,False,
./PDF-files/Mechatronik/1852_24.08.2023 Mechatronik.pdf,1852_24.08.2023 Mechatronik.pdf,62,,False,
./PDF-files/Mechatronik/1905_28.08.2023 Mechatronik - Serviceingenieurwesen.pdf,1905_28.08.2023 Mechatronik - Serviceingenieurwesen.pdf,74,,False,
./PDF-files/Mechatronik/1851_24.08.2023 Mechatronik.pdf,1851_24.08.2023 Mechatronik.pdf,145,,False,
./PDF-files/Mechatronik/2136_19.09.2023 Technische Kybernetik.pdf,2136_19.09.2023 Technische Kybernetik.pdf,862,,False,
./PDF-files/Mechatronik/2121_19.09.2023 Sensorsystemtechnik.pdf,2121_19.09.2023 Sensorsystemtechnik.pdf,39,,False,
./PDF-files/Mechatronik/2099_18.09.2023 Medizintechnik.pdf,2099_18.09.2023 Medizintechnik.pdf,322,,False,
./PDF-files/Mechatronik/1841_23.08.2023 Mechatronik.pdf,1841_23.08.2023 Mechatronik.pdf,256,,False,
./PDF-files/Mechatronik/1913_28.08.2023 Mechatronik und Informationstechnik.pdf,1913_28.08.2023 Mechatronik und Informationstechnik.pdf,640,,False,
./PDF-files/Mechatronik/1810_22.08.2023 Mechatronik.pdf,1810_22.08.2023 Mechatronik.pdf,90,,False,
./PDF-files/Mechatronik/1866_24.08.2023 Mechatronik.pdf,1866_24.08.2023 Mechatronik.pdf,54,,False,
./PDF-files/Mechatronik/1945_31.08.2023 Biomechanik.pdf,1945_31.08.2023 Biomechanik.pdf,46,,False,
./PDF-files/Mechatronik/1901_28.08.2023 MechatronikPlus - Kooperationsmodell mit Facharbeiterbrief.pdf,1901_28.08.2023 MechatronikPlus - Kooperationsmodell mit Facharbeiterbrief.pdf,55,,False,
./PDF-files/Mechatronik/1821_22.08.2023 Mechatronik.pdf,1821_22.08.2023 Mechatronik.pdf,49,,False,
./PDF-files/Mechatronik/1807_22.08.2023 Mechatronik.pdf,1807_22.08.2023 Mechatronik.pdf,81,,False,
./PDF-files/Mechatronik/1874_25.08.2023 Mechatronik.pdf,1874_25.08.2023 Mechatronik.pdf,709,,False,
./PDF-files/Mechatronik/1802_21.08.2023 Mechatronik.pdf,1802_21.08.2023 Mechatronik.pdf,80,,False,
./PDF-files/Mechatronik/2104_18.09.2023 Optical Engineering Laser Optik-Technologie.pdf,2104_18.09.2023 Optical Engineering Laser Optik-Technologie.pdf,92,,False,
./PDF-files/Mechatronik/2096_18.09.2023 Mechatronische und cyberphysische Systeme.pdf,2096_18.09.2023 Mechatronische und cyberphysische Systeme.pdf,72,,False,
./PDF-files/Mechatronik/1883_25.08.2023 Mechatronik.pdf,1883_25.08.2023 Mechatronik.pdf,112,,False,
./PDF-files/Mechatronik/1809_22.08.2023 Mechatronik.pdf,1809_22.08.2023 Mechatronik.pdf,63,,False,
./PDF-files/Mechatronik/2025_14.09.2023 Industrial Engineering.pdf,2025_14.09.2023 Industrial Engineering.pdf,93,,False,
./PDF-files/Mechatronik/1818_22.08.2023 Mechatronik.pdf,1818_22.08.2023 Mechatronik.pdf,447,,False,
./PDF-files/Mechatronik/2138_19.09.2023 Technische Kybernetik und Systemtheorie.pdf,2138_19.09.2023 Technische Kybernetik und Systemtheorie.pdf,138,,False,
./PDF-files/Mechatronik/1885_25.08.2023 Mechatronik_Automatisierung.pdf,1885_25.08.2023 Mechatronik_Automatisierung.pdf,87,,False,
./PDF-files/Mechatronik/1938_31.08.2023 Automatisierungstechnik und Robotik.pdf,1938_31.08.2023 Automatisierungstechnik und Robotik.pdf,126,,False,
./PDF-files/Mechatronik/2024_14.09.2023 Humanoide Robotik.pdf,2024_14.09.2023 Humanoide Robotik.pdf,44,,False,
./PDF-files/Mechatronik/1878_25.08.2023 Mechatronik.pdf,1878_25.08.2023 Mechatronik.pdf,34,,False,
./PDF-files/Mechatronik/2103_18.09.2023 Micro- and Nanoengineering.pdf,2103_18.09.2023 Micro- and Nanoengineering.pdf,81,,False,
./PDF-files/Mechatronik/2106_18.09.2023 Patentingenieurwesen.pdf,2106_18.09.2023 Patentingenieurwesen.pdf,428,,False,
./PDF-files/Mechatronik/1853_24.08.2023 Mechatronik.pdf,1853_24.08.2023 Mechatronik.pdf,40,,False,
./PDF-files/Mechatronik/2137_19.09.2023 Technische Kybernetik und Systemtheorie.pdf,2137_19.09.2023 Technische Kybernetik und Systemtheorie.pdf,69,,False,
./PDF-files/Mechatronik/2012_12.09.2023 Fahrzeugtechnik_Lehramt.pdf,2012_12.09.2023 Fahrzeugtechnik_Lehramt.pdf,169,,False,
./PDF-files/Mechatronik/1844_23.08.2023 Mechatronik.pdf,1844_23.08.2023 Mechatronik.pdf,265,,False,
./PDF-files/Mechatronik/2133_19.09.2023 Technik.pdf,2133_19.09.2023 Technik.pdf,61,,False,
./PDF-files/Mechatronik/2116_18.09.2023 Robotik.pdf,2116_18.09.2023 Robotik.pdf,80,,False,
./PDF-files/Mechatronik/1827_22.08.2023 Mechatronik.pdf,1827_22.08.2023 Mechatronik.pdf,100,,False,
./PDF-files/Mechatronik/1914_28.08.2023 Mechatronik und Produktentwicklung.pdf,1914_28.08.2023 Mechatronik und Produktentwicklung.pdf,46,,False,
./PDF-files/Mechatronik/1927_29.08.2023 Angewandte Forschung in den Ingenieurwissenschaften.pdf,1927_29.08.2023 Angewandte Forschung in den Ingenieurwissenschaften.pdf,112,,False,
./PDF-files/Mechatronik/1959_05.09.2023 Digitale Systeme.pdf,1959_05.09.2023 Digitale Systeme.pdf,34,,False,
./PDF-files/Mechatronik/1879_25.08.2023 Mechatronik.pdf,1879_25.08.2023 Mechatronik.pdf,24,,False,
./PDF-files/Mechatronik/1887_25.08.2023 Mechatronik_berufsbegleitendes Verbundstudium.pdf,1887_25.08.2023 Mechatronik_berufsbegleitendes Verbundstudium.pdf,160,,False,
./PDF-files/Mechatronik/1954_05.09.2023 Digitale Bahnsysteme.pdf,1954_05.09.2023 Digitale Bahnsysteme.pdf,65,,False,
./PDF-files/Mechatronik/1880_25.08.2023 Mechatronik.pdf,1880_25.08.2023 Mechatronik.pdf,23,,False,
./PDF-files/Mechatronik/1910_28.08.2023 Mechatronik und digitale Automation.pdf,1910_28.08.2023 Mechatronik und digitale Automation.pdf,85,,False,
./PDF-files/Mechatronik/1926_29.08.2023 Angewandte Automatisierung (berufsbegleitend).pdf,1926_29.08.2023 Angewandte Automatisierung (berufsbegleitend).pdf,37,,False,
./PDF-files/Mechatronik/1840_23.08.2023 Mechatronik.pdf,1840_23.08.2023 Mechatronik.pdf,24,,False,
./PDF-files/Mechatronik/1873_25.08.2023 Mechatronik.pdf,1873_25.08.2023 Mechatronik.pdf,105,,False,
./PDF-files/Mechatronik/2092_18.09.2023 Mechatronische Systeme - Kooperative Ingenieurausbildung.pdf,2092_18.09.2023 Mechatronische Systeme - Kooperative Ingenieurausbildung.pdf,113,,False,
./PDF-files/Mechatronik/2040_14.09.2023 Ingenieurwissenschaften.pdf,2040_14.09.2023 Ingenieurwissenschaften.pdf,141,,False,
./PDF-files/Mechatronik/1899_28.08.2023 Mechatronik mit Homogenisierungsphase.pdf,1899_28.08.2023 Mechatronik mit Homogenisierungsphase.pdf,69,,False,
./PDF-files/Mechatronik/2021_14.09.2023 Gesundheits- und Sportingenieurwesen.pdf,2021_14.09.2023 Gesundheits- und Sportingenieurwesen.pdf,104,,False,
./PDF-files/Mechatronik/2120_19.09.2023 Robotik und Autonome Systeme.pdf,2120_19.09.2023 Robotik und Autonome Systeme.pdf,111,,False,
./PDF-files/Mechatronik/1805_21.08.2023 Mechatronik.pdf,1805_21.08.2023 Mechatronik.pdf,104,,False,
./PDF-files/Mechatronik/1795_21.08.2023 Kooperatives Ingenieurstudium Mechatronik.pdf,1795_21.08.2023 Kooperatives Ingenieurstudium Mechatronik.pdf,189,,False,
./PDF-files/Mechatronik/2115_18.09.2023 Robotik.pdf,2115_18.09.2023 Robotik.pdf,104,,False,
./PDF-files/Mechatronik/2109_18.09.2023 Physikalische Ingenieurwissenschaft.pdf,2109_18.09.2023 Physikalische Ingenieurwissenschaft.pdf,876,,False,
./PDF-files/Mechatronik/2093_18.09.2023 Mechatronische Systeme - Kooperatives Ingenieurstudium.pdf,2093_18.09.2023 Mechatronische Systeme - Kooperatives Ingenieurstudium.pdf,113,,False,
./PDF-files/Mechatronik/2036_14.09.2023 Ingenieurpädagogik.pdf,2036_14.09.2023 Ingenieurpädagogik.pdf,915,,False,
./PDF-files/Mechatronik/2108_18.09.2023 Physikalische Ingenieurwissenschaft.pdf,2108_18.09.2023 Physikalische Ingenieurwissenschaft.pdf,644,,False,
./PDF-files/Mechatronik/1943_31.08.2023 Autonomous Driving.pdf,1943_31.08.2023 Autonomous Driving.pdf,27,,False,
./PDF-files/Mechatronik/157_12.05.2023 Robotik und Künstliche Intelligenz in der Produktion.pdf,157_12.05.2023 Robotik und Künstliche Intelligenz in der Produktion.pdf,29,,False,
./PDF-files/Mechatronik/1832_22.08.2023 Mechatronik.pdf,1832_22.08.2023 Mechatronik.pdf,89,,False,
./PDF-files/Mechatronik/1808_22.08.2023 Mechatronik.pdf,1808_22.08.2023 Mechatronik.pdf,36,,False,
./PDF-files/Mechatronik/1842_23.08.2023 Mechatronik.pdf,1842_23.08.2023 Mechatronik.pdf,261,,False,
./PDF-files/Mechatronik/1837_23.08.2023 Mechatronik.pdf,1837_23.08.2023 Mechatronik.pdf,59,,False,
./PDF-files/Mechatronik/2091_18.09.2023 Mechatronische Systeme.pdf,2091_18.09.2023 Mechatronische Systeme.pdf,113,,False,
./PDF-files/Mechatronik/1803_21.08.2023 Mechatronik.pdf,1803_21.08.2023 Mechatronik.pdf,53,,False,
./PDF-files/Mechatronik/2078_15.09.2023 Mechatronic and Cyber-Physical Systems.pdf,2078_15.09.2023 Mechatronic and Cyber-Physical Systems.pdf,72,,False,
./PDF-files/Mechatronik/2102_18.09.2023 Medizintechnik und Assistenzsysteme.pdf,2102_18.09.2023 Medizintechnik und Assistenzsysteme.pdf,274,,False,
./PDF-files/Mechatronik/2013_12.09.2023 Fahrzeugtechnik_Lehramt-.pdf,2013_12.09.2023 Fahrzeugtechnik_Lehramt-.pdf,183,,False,
./PDF-files/Mechatronik/1941_31.08.2026 Automotive Systems.pdf,1941_31.08.2026 Automotive Systems.pdf,241,,False,
./PDF-files/Mechatronik/1912_28.08.2023 Mechatronik und Informationstechnik.pdf,1912_28.08.2023 Mechatronik und Informationstechnik.pdf,594,,False,
./PDF-files/Mechatronik/2039_14.09.2023 Ingenieurpädagogik Fahrzeugtechnik Maschinenbau.pdf,2039_14.09.2023 Ingenieurpädagogik Fahrzeugtechnik Maschinenbau.pdf,21,,False,
./PDF-files/Mechatronik/1966_10.09.2023 Elektrische Verkehrssysteme.pdf,1966_10.09.2023 Elektrische Verkehrssysteme.pdf,34,,False,
./PDF-files/Mechatronik/1865_24.08.2023 Mechatronik.pdf,1865_24.08.2023 Mechatronik.pdf,126,,False,
./PDF-files/Mechatronik/1823_22.08.2023 Mechatronik.pdf,1823_22.08.2023 Mechatronik.pdf,55,,False,
./PDF-files/Maschinenbau/2366_30.09.2023 Maschinenbau.pdf,2366_30.09.2023 Maschinenbau.pdf,35,,False,
./PDF-files/Maschinenbau/2256_25.09.2023 Berufsbegleitendes Ingenieurstudium Product Development and Manufacturing.pdf,2256_25.09.2023 Berufsbegleitendes Ingenieurstudium Product Development and Manufacturing.pdf,55,,False,
./PDF-files/Maschinenbau/2260_25.09.2023 Biomedizinische Technik.pdf,2260_25.09.2023 Biomedizinische Technik.pdf,353,,False,
./PDF-files/Maschinenbau/2282_26.09.2023 Digital Technology and Management.pdf,2282_26.09.2023 Digital Technology and Management.pdf,73,,False,
./PDF-files/Maschinenbau/1026_12.07.2023 Maschinenbau - Versorgungs- und Energiemanagement.pdf,1026_12.07.2023 Maschinenbau - Versorgungs- und Energiemanagement.pdf,71,,False,
./PDF-files/Maschinenbau/2065_15.09.2023 Maschinenbau.pdf,2065_15.09.2023 Maschinenbau.pdf,47,,False,
./PDF-files/Maschinenbau/2274_26.09.2023 Design- und Projektmanagement.pdf,2274_26.09.2023 Design- und Projektmanagement.pdf,38,,False,
./PDF-files/Maschinenbau/2258_25.09.2023 Biomechanical Engineering.pdf,2258_25.09.2023 Biomechanical Engineering.pdf,48,,False,
./PDF-files/Maschinenbau/1687_16.08.2023 Maschinenbau.pdf,1687_16.08.2023 Maschinenbau.pdf,140,,False,
./PDF-files/Maschinenbau/2251_25.09.2023 Autonome Systeme.pdf,2251_25.09.2023 Autonome Systeme.pdf,319,,False,
./PDF-files/Maschinenbau/2280_26.09.2023 Digitale Transformation Maschinenbau.pdf,2280_26.09.2023 Digitale Transformation Maschinenbau.pdf,107,,False,
./PDF-files/Maschinenbau/2313_28.09.2023 Industrial Engineering and Management.pdf,2313_28.09.2023 Industrial Engineering and Management.pdf,35,,False,
./PDF-files/Maschinenbau/1436_01.08.2023 Maschinenbau dual ausbildungsintegrierend.pdf,1436_01.08.2023 Maschinenbau dual ausbildungsintegrierend.pdf,59,,False,
