filepath,exists,sustainability,nachhaltigkeit,entrepreneurship,unternehmertum,handlungsorientiert,sustainability_flag,entrepreneurship_flag
./PDF-files/Verfahrenstechnik/1536_09.08.2023 Umwelt- und Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1714_18.08.2023 Nachhaltige Verfahrens- und Umwelttechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/2284_26.09.2023 Elektromobilität.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1603_12.08.2023 Bio- und Chemieingenieurwissenschaften.pdf,True,False,False,False,False,False,False,False
"./PDF-files/Verfahrenstechnik/1635_13.08.2023 Chemieingenieurwesen, Dual.pdf",True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1516_08.08.2023 Bioverfahrenstechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1657_14.08.2023 Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1774_20.08.2023 Wirtschaftsingenieurwesen.pdf,True,True,True,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1673_16.08.2023 Lebensmitteltechnologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1619_13.08.2023 Chemie-Energie-Umwelt.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1664_16.08.2023 Green Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1596_12.08.2023 Biotechnologie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1672_16.08.2023 Lebensmitteltechnologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1756_20.08.2023 Umwelt- und Gefahrstoffanalytik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1773_20.08.2023 Wirtschaftsingenieurwesen.pdf,True,False,True,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1528_08.08.2023 Green Engineering - Nachhaltige Energie- und Verfahrenstechnik für die Bioökonomie.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1757_20.08.2023 Umwelt- und Georessourcenmanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1561_10.08.2023 Verfahrenstechnik und Chemieingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1655_14.08.2023 Computational Engineering Science_Informationstechnik im Maschinenwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1514_08.08.2023 Bio- und Prozessverfahrenstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1671_16.08.2023 Lebensmittelsicherheit.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1611_13.08.2023 Chemical Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1704_17.08.2023 Mathematikingenieur_in.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1543_09.08.2023 Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1682_16.08.2023 Life Science Engineering (berufsbegleitendes Verbundstudium).pdf,True,True,False,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1723_18.08.2023 Pharmazeutische Bioprozesstechnik.pdf,True,True,True,True,True,False,True,True
./PDF-files/Verfahrenstechnik/1707_17.08.2023 Milchwirtschaftliche Lebensmitteltechnologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1522_08.08.2023 Chemieingenieurwesen_Verfahrenstechnik.pdf,True,True,True,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1762_20.08.2023 Verfahrens- und Prozesstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1562_10.08.2023 Verfahrenstechnik und Chemieingenieurwesen.pdf,True,False,False,True,False,False,False,True
./PDF-files/Verfahrenstechnik/1721_18.08.2023 Pharma- und Chemietechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1556_10.08.2023 Verfahrenstechnik_Chemieingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1709_17.08.2023 Molekulare Biotechnologie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1554_10.08.2023 Verfahrenstechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1529_09.08.2023 Green Engineering - Verfahrenstechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1663_14.08.2023 Getränketechnologie.pdf,True,False,False,True,False,False,False,True
./PDF-files/Bauingenieurwesen/763_26.06.2023 Bau-Projektmanagement Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/705_22.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/884_05.07.2023 Projektmanagement Bau.pdf,True,True,False,False,False,False,True,False
./PDF-files/Bauingenieurwesen/694_22.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/685_22.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/607_16.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/715_24.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/878_05.07.2023 Natural Hazards and Risks in Structural Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/717_24.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/608_16.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/615_18.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/804_28.06.2023 Geoenvironmental Engineering (Geoumwelttechnik).pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/769_27.06.2023 Baustellenmanagement.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/621_18.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/920_06.07.2023 Urbane Infrastrukturplanung - Verkehr und Wasser.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/611_18.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/592_16.06.2023 Bahningenieuerwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/861_04.07.2023 Konstruktiver Ingenieurbau und digitale Bauprozesse.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/889_05.07.2023 Ressourceneffizientes Planen und Bauen - Bauingenieurwesen.pdf,True,False,True,False,True,False,True,True
./PDF-files/Bauingenieurwesen/648_20.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/700_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/680_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/725_24.06.2023 Bauingenieurwesen  Bauen im Bestand.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/609_16.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/673_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/692_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/751_26.06.2023 Bauingenieurwesen und Geodäsie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/738_25.06.2023 Bauingenieurwesen - Konstruktiver Ingenieurbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/698_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/721_24.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/728_24.06.2023 Bauingenieurwesen deutsch-spanisch.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/759_26.06.2023 Bauphysik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/927_07.07.2023 Vorbeugender Brandschutz.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/719_24.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/661_20.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/727_24.06.2023 Bauingenieurwesen - Civil Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/604_16.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/739_25.06.2023 Bauingenieurwesen (kooperativ).pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/701_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/660_20.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/617_18.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/695_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/755_26.06.2023 Baumanagement.pdf,True,False,True,False,True,False,True,True
./PDF-files/Bauingenieurwesen/839_04.07.2023 Infrastruktur - Wasser und Verkehr.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/847_04.07.2023 Integrales Bauen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/840_04.07.2023 Infrastruktur - Wasser und Verkehr.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/778_27.06.2023 Building Products and Processes  Bauprodukte und -Prozesse.pdf,True,False,True,True,False,False,True,True
./PDF-files/Bauingenieurwesen/707_24.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/654_20.06.2023 Bauingenieurwesen.pdf,True,True,True,False,True,False,True,True
./PDF-files/Bauingenieurwesen/588_15.06.2023 Allgemeines Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/806_28.06.2023 Geotechnik Tunnelbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/764_26.06.2023 Bauprozessmanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/875_05.07.2023 Nachhaltiges Bauingenieurwesen.pdf,True,False,True,True,False,False,True,True
./PDF-files/Bauingenieurwesen/871_05.07.2023 Mobilität und Infrastruktur.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/646_20.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/664_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
"./PDF-files/Bauingenieurwesen/737_25.06.2023 Bauingenieurwesen, internationales.pdf",True,True,False,False,False,False,True,False
./PDF-files/Bauingenieurwesen/859_04.07.2023 Konstruktiver Ingenieurbau Baumanagement.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/772_27.06.2023 Bau- und Umweltingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/837_29.06.2023 Infrastruktursysteme.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/655_20.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/864_05.07.2023 Management und Engineering im Bauwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/647_20.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/714_24.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/894_05.07.2023 Smart Building Engineering mit Praxissemester.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/953_07.07.2023 Zukunftssicher Bauen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/891_05.07.2023 Siedlungswasserwirtschaft.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/858_04.07.2023 Konstruktiver Ingenieurbau.pdf,True,False,True,False,False,True,True,True
./PDF-files/Bauingenieurwesen/869_05.07.2023 Mobilitätsmanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/718_24.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/922_06.07.2023 Verkehrsinfrastrukturmanagement.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/684_21.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/659_20.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/599_16.06.2023 Bauinformationstechnologie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/838_04.07.2023 Infrastruktursysteme.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/706_22.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/841_04.07.2023 Infrastrukur und Umwelt.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/744_25.06.2023 Bauingenieurwesen mit Praxissemester.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/757_26.06.2023 Baumanagement.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/630_19.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/590_15.06.2023 Architektur.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/589_15.06.2023 Architektur.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/699_22.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/663_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/842_04.07.2023 Ingenieurpädagogik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/619_18.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/686_22.06.2023 Bauingenieurwesen.pdf,True,False,True,True,False,False,True,True
"./PDF-files/Bauingenieurwesen/807_28.06.2023 Geotechnik und Angewandte Geologie, Bau- und Umweltgeotechnik.pdf",True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/779_27.06.2023 Civil Systems Engineering.pdf,True,True,True,False,False,True,True,True
./PDF-files/Bauingenieurwesen/750_26.06.2023 Bauingenieurwesen_Trinational.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/653_20.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/631_19.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/856_04.07.2023 Klimagerechtes Bauen und Betreiben.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/681_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/629_19.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/632_19.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/896_06.07.2023 Staedtebauliche_Innenentwicklung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/720_24.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/688_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/605_16.06.2023 Bauingenieurwesen.pdf,True,True,True,True,True,False,True,True
./PDF-files/Bauingenieurwesen/708_24.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/902_06.07.2023 Technisches Immobilienmanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/696_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/697_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/754_26.06.2023 Bauingenieurwesen und Umweltwissenschaften.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/687_22.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
"./PDF-files/Bauingenieurwesen/872_05.07.2023 Mobilität, Verkehr und Infrastruktur.pdf",True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/726_24.06.2023 Bauingenieurwesen  Bauen im Bestand.pdf,True,False,True,False,False,False,True,False
"./PDF-files/Bauingenieurwesen/747_25.06.2023 Bauingenieurwesen - Planen, Bauen, Betreiben.pdf",True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/683_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/733_24.06.2023 Bauingenieurwesen Dual.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/753_26.06.2023 Bauingenieurwesen und Umweltwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/892_05.07.2023 Smart Building Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/730_24.06.2023 Bauingenieurwesen dual.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/765_27.06.2023 Baurecht im Lebenszyklus von Bauwerken.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/669_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/624_18.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/758_26.06.2023 Baumanagement und Baubetrieb.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/767_27.06.2023 Baurecht und Bauwirtschaft.pdf,True,False,True,True,False,False,True,True
./PDF-files/Bauingenieurwesen/679_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/670_21.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/776_27.06.2023 Betriebswirtschaftslehre  Business Administration.pdf,True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/662_20.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/597_16.06.2023 Bauen und Umwelt Infrastruktur.pdf,True,True,False,False,False,False,True,False
./PDF-files/Bauingenieurwesen/740_25.06.2023 Bauingenieurwesen - Kooperative Ingenieurausbildung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/610_16.06.2023 Bauingenieurwesen.pdf,True,True,False,False,False,False,True,False
./PDF-files/Bauingenieurwesen/713_24.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/633_19.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/593_16.06.2023_Bahnverkehr_Mobilitaet_und_Logistik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/771_27.06.2023 Bau- und Immobilienmanagement Facilities Management.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/693_22.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/857_04.07.2023 Konstruktiver Hoch- und Ingenieurbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/752_26.06.2023 Bauingenieurwesen und Umweltingenieurwesen.pdf,True,False,True,True,False,False,True,True
"./PDF-files/Bauingenieurwesen/587_15.06.2023 Air Quality Control, Solid Waste and Waste Water Process Engineering_WASTE.pdf",True,True,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/682_21.06.2023 Bauingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/845_04.07.2023 Innenausbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/893_05.07.2023 Smart Building Engineering mit Auslandssemester.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/799_28.06.2023 Funktionaler und konstruktiver Ingenieurbau - Engineering Structures.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/836_29.06.2023 Infrastrukturmanagement - Wasser und Verkehr.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/780_27.06.2023 Computational Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/803_28.06.2023 Geoenvironmental Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Bauingenieurwesen/903_06.07.2023 Technologie und Management im Baubetrieb.pdf,True,True,True,True,False,False,True,True
./PDF-files/Bauingenieurwesen/618_18.06.2023 Bauingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/749_26.06.2023 Bauingenieurwesen (Trinational).pdf,True,False,True,False,False,False,True,False
./PDF-files/Bauingenieurwesen/711_24.06.2023 Bauingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Energietechnik/1345_26.07.2023 Energietechnik und Erneuerbare Energien.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/1394_28.07.2023 Energietechnik und Ressourcenoptimierung.pdf,True,False,True,True,False,False,True,True
./PDF-files/Energietechnik/2213_23.09.2023 Nachhaltige Rohstoff- und Energieversorgung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Energietechnik/2163_20.09.2023 Energieprozesstechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Energietechnik/2172_21.09.2023 Energietechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/1401_28.07.2023 Energie- und Umwelttechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/1407_28.07.2023 Energie- und Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/2196_21.09.2023 Environment and Energy.pdf,True,True,True,True,False,False,True,True
./PDF-files/Energietechnik/2161_20.09.2023 Energiemanagement und Energietechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/1728_18.08.2023 Process Engineering and Energy Technology.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/1397_28.07.2023 Energie- und Gebäudetechnologie.pdf,True,False,True,False,True,False,True,True
./PDF-files/Energietechnik/2219_24.09.2023 Umweltorientierte Energietechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Energietechnik/2199_22.09.2023 Geo-Energy Systems.pdf,True,True,False,False,False,False,True,False
./PDF-files/Energietechnik/2183_21.09.2023 Energietechnik - Regenerative und Effiziente Energiesysteme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2221_24.09.2023 Wasserstoff- und Brennstoffzellentechnologie _Berufsbegleitendes Studienprogramm des Graduate Campus Hochschule Aalen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/974_09.07.2023 Energie- und Gebäudetechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/971_09.07.2023 Energietechnik und Ressourcenoptimierung.pdf,True,False,True,True,False,False,True,True
./PDF-files/Energietechnik/1392_28.07.2023 Energietechnik.pdf,True,True,True,True,True,False,True,True
./PDF-files/Energietechnik/1395_28.07.2023 Energie- und Gebäudetechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/1391_28.07.2023 Energietechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2220_24.09.2023 Umwelt- und Energieprozesstechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Energietechnik/1402_28.07.2023 Energie- und Umwelttechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2165_20.09.2023 Energiesysteme Teilzeit.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2189_21.09.2023 Energie- und Umwelttechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2159_20.09.2023 Energie- Betriebsmanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/2173_21.09.2023 Energietechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2170_21.09.2023 Energietechnik.pdf,True,True,False,False,False,False,True,False
./PDF-files/Energietechnik/2180_21.09.2023 Energietechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Energietechnik/1389_28.07.2023 Energieprozesstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/2168_20.09.2023 Energietechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2204_23.09.2023 Integrierte Managementsysteme.pdf,True,True,True,False,False,False,True,False
./PDF-files/Energietechnik/976_21.09.2023 Energie- und Gebäudetechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2214_23.09.2023 Nuclear Applications.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2174_21.09.2023 Energietechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Energietechnik/2215_24.09.2023 Photovoltaics Engineering Science.pdf,True,True,False,True,False,False,True,True
./PDF-files/Energietechnik/979_10.07.2023 Energie- und Prozesstechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Energietechnik/2375_29.07.2024 Digitalized Energy Systems.pdf,True,False,False,False,False,False,False,False
"./PDF-files/Energietechnik/966_09.07.2023 Energie-, Gebäude- und Umwelttechnik.pdf",True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/975_10.07.2023 Energie- und Gebäudetechnik.pdf,True,False,False,False,False,False,False,False
"./PDF-files/Energietechnik/1393_28.07.2023 Energietechnik, Energieeffizienz und Klimaschutz.pdf",True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/1398_28.07.2023 Energie- und Prozesstechnik.pdf,True,True,True,True,False,False,True,True
./PDF-files/Energietechnik/2195_21.09.2023 Energy Science and Engineering.pdf,True,True,True,True,False,False,True,True
./PDF-files/Energietechnik/2167_20.09.2023 Energietechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Energietechnik/2164_20.09.2023 Energiesysteme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informationssystemtechnik/1235_20.07.2023 Informationssystemtechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Informationssystemtechnik/1231_20.07.2023 Informationssystemtechnik.pdf,True,False,True,False,False,False,True,False
